LastAccessTime,TextTyped,FillIntoEdit,URL,Contents,Description,Type,Keyword,TimesSelectedByUser,ID,SourceFile
2018-03-27 20:57:22,keltec sub 2000,keltec sub 2000,https://www.google.com/search?q=keltec+sub+2000&rlz=1C1CHBF_enUS790US790&oq=keltec+sub+2000&aqs=chrome..69i57j0l5.7794j1j7&sourceid=chrome&ie=UTF-8,keltec sub 2000,Google Search,7,google.com,1,5333e80e-83c6-493d-bbc2-ef893c27fd8a,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-27 21:01:11,fnp90,fnp90,https://www.google.com/search?q=fnp90&rlz=1C1CHBF_enUS790US790&oq=fnp90&aqs=chrome..69i57j0l5.3301j0j7&sourceid=chrome&ie=UTF-8,fnp90,Google Search,7,google.com,1,80007e41-cf31-4159-8aae-8bbfd66f1eb6,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-27 21:06:33,twitter,twitter,https://www.google.com/search?q=twitter&rlz=1C1CHBF_enUS790US790&oq=twitter&aqs=chrome..69i57j0l5.4173j0j7&sourceid=chrome&ie=UTF-8,twitter,Google Search,7,google.com,1,c1048802-a2d4-47b8-ba15-411538877869,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-27 21:09:53,shooting range near me,shooting range near me,https://www.google.com/search?q=shooting+range+near+me&rlz=1C1CHBF_enUS790US790&oq=shooting+range+near+me&aqs=chrome.0.0l6.3096j1j7&sourceid=chrome&ie=UTF-8,shooting range near me,Google Search,7,google.com,1,588b7f02-8de2-4471-8b23-94b79d5a5060,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 00:28:45,just how easy is it to buy an illegal gun,just how easy is it to buy an illegal gun,https://www.google.com/search?q=just+how+easy+is+it+to+buy+an+illegal+gun&rlz=1C1CHBF_enUS790US790&oq=just+how+easy+is+it+to+buy+an+illegal+gun&aqs=chrome..69i57.14200j1j7&sourceid=chrome&ie=UTF-8,just how easy is it to buy an illegal gun,Google Search,7,google.com,1,7c9af6e1-7900-428a-9c5a-58d703cffff1,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 19:03:48,best new phone,best new phone,https://www.google.com/search?q=best+new+phone&rlz=1C1CHBF_enUS790US790&oq=best+new+phone&aqs=chrome..69i57j0l5.9803j1j7&sourceid=chrome&ie=UTF-8,best new phone,Google Search,7,google.com,1,e9639998-0e4a-4a17-9b71-4563ece4f549,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 19:13:04,Is there a map of gun free zones,Is there a map of gun free zones,https://www.google.com/search?q=Is+there+a+map+of+gun+free+zones&rlz=1C1CHBF_enUS790US790&oq=Is+there+a+map+of+gun+free+zones&aqs=chrome..69i57.7335j1j7&sourceid=chrome&ie=UTF-8,Is there a map of gun free zones,Google Search,7,google.com,1,91c8c190-1455-4f6d-ab7f-c10aa9e51537,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 19:19:40,airports near dc,airports near dc,https://www.google.com/search?q=airports+near+dc&rlz=1C1CHBF_enUS790US790&oq=airports+near+dc&aqs=chrome.0.0l6.2802j1j7&sourceid=chrome&ie=UTF-8,airports near dc,Google Search,7,google.com,1,35e91ecf-42e6-47c6-ab74-1234aed51423,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 19:20:17,police response times by zip code,police response times by zip code,https://www.google.com/search?q=police+response+times+by+zip+code&rlz=1C1CHBF_enUS790US790&oq=police+response+times+by+zip+code&aqs=chrome..69i57j0.12038j1j7&sourceid=chrome&ie=UTF-8,police response times by zip code,Google Search,7,google.com,1,50a487bb-4d8c-420c-8ba7-88ac4ff8fd08,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 19:21:44,which state has the worst police response times,which state has the worst police response times,https://www.google.com/search?q=which+state+has+the+worst+police+response+times&rlz=1C1CHBF_enUS790US790&oq=which+state+has+the+worst+police+response+times&aqs=chrome..69i57.15363j1j4&sourceid=chrome&ie=UTF-8,which state has the worst police response times,Google Search,7,google.com,1,3cf59da1-892a-4332-a633-fd721d6d52fc,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 22:31:10,which dc airport has fewest delays,which dc airport has fewest delays,https://www.google.com/search?q=which+dc+airport+has+fewest+delays&rlz=1C1CHBF_enUS790US790&oq=which+dc+airport+has+fewest+delays&aqs=chrome..69i57.10123j0j7&sourceid=chrome&ie=UTF-8,which dc airport has fewest delays,Google Search,7,google.com,1,80e78122-4ada-40fd-871c-7d917b01abfd,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 23:29:38,lone wolf,lone wolf,https://www.google.com/search?q=lone+wolf&rlz=1C1CHBF_enUS790US790&oq=lone+wolf&aqs=chrome..69i57j0l5.1524j1j7&sourceid=chrome&ie=UTF-8,lone wolf,Google Search,7,google.com,1,c47e5fc5-fc07-41b1-b53c-63a734abaf66,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-29 23:35:31,how to use google docs as chat,how to use google docs as chat,https://www.google.com/search?q=how+to+use+google+docs+as+chat&rlz=1C1CHBF_enUS790US790&oq=how+to+use+google+docs+as+chat&aqs=chrome..69i57j0.9046j1j7&sourceid=chrome&ie=UTF-8,how to use google docs as chat,Google Search,7,google.com,1,49ef0e3d-5307-4a42-9754-a2eb2bd43b7b,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-30 00:24:18,theblaze,theblaze,https://www.google.com/search?q=theblaze&rlz=1C1CHBF_enUS790US790&oq=theblaze&aqs=chrome.0.0l6.3472j1j7&sourceid=chrome&ie=UTF-8,theblaze,Google Search,7,google.com,1,94b809f9-e519-476d-ad0f-8e8e69435f7b,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-30 00:27:46,br,breitbart,https://www.google.com/search?q=breitbart&rlz=1C1CHBF_enUS790US790&oq=br&aqs=chrome.0.0j69i57j69i60l2j0l2.1609j1j4&sourceid=chrome&ie=UTF-8,breitbart,Google Search,7,google.com,1,3ee0cbed-e87b-435b-a9d8-512221c516e1,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-30 00:34:03,what percentage of gun crime gun free zones,what percentage of gun crime gun free zones,https://www.google.com/search?q=what+percentage+of+gun+crime+gun+free+zones&rlz=1C1CHBF_enUS790US790&oq=what+percentage+of+gun+crime+gun+free+zones&aqs=chrome..69i57j0.12499j0j4&sourceid=chrome&ie=UTF-8,what percentage of gun crime gun free zones,Google Search,7,google.com,1,27ed74fe-7449-4963-a118-508904323a08,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-30 17:16:15,nokia 3310 dual sim,nokia 3310 dual sim,https://www.google.com/search?q=nokia+3310+dual+sim&rlz=1C1CHBF_enUS790US790&oq=nokia+3310+dual+sim&aqs=chrome..69i57j69i60l2j0l3.6828j0j4&sourceid=chrome&ie=UTF-8,nokia 3310 dual sim,Google Search,7,google.com,1,719ed52e-d81d-4b79-b596-883d815ed2a1,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:12:43,soviet quote about americans having too many guns,soviet quote about americans having too many guns,https://www.google.com/search?q=soviet+quote+about+americans+having+too+many+guns&rlz=1C1CHBF_enUS790US790&oq=soviet+quote+about+americans+having+too+many+guns&aqs=chrome..69i57.12194j0j7&sourceid=chrome&ie=UTF-8,soviet quote about americans having too many guns,Google Search,7,google.com,1,3b5e53d2-da2e-4a26-b8e4-9a76d88f4391,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:14:25,There would be a rifle behind every blade of grass,There would be a rifle behind every blade of grass,https://www.google.com/search?q=There+would+be+a+rifle+behind+every+blade+of+grass&rlz=1C1CHBF_enUS790US790&oq=There+would+be+a+rifle+behind+every+blade+of+grass&aqs=chrome..69i57j69i60j0l4.621j0j4&sourceid=chrome&ie=UTF-8,There would be a rifle behind every blade of grass,Google Search,7,google.com,1,ad3d8858-6e7f-4537-999c-3eeea9138609,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:22:39,okay we will pry it from your cold dead hands,okay we will pry it from your cold dead hands,https://www.google.com/search?q=okay+we+will+pry+it+from+your+cold+dead+hands&rlz=1C1CHBF_enUS790US790&oq=okay+we+will+pry+it+from+your+cold+dead+hands&aqs=chrome..69i57.8103j0j9&sourceid=chrome&ie=UTF-8,okay we will pry it from your cold dead hands,Google Search,7,google.com,1,50792115-f8aa-4321-b645-82d090cb8579,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:36:31,concealable tactical rifles,concealable tactical rifles,https://www.google.com/search?q=concealable+tactical+rifles&rlz=1C1CHBF_enUS790US790&oq=concealable+tactical+rifles&aqs=chrome..69i57j0l4.5853j0j7&sourceid=chrome&ie=UTF-8,concealable tactical rifles,Google Search,7,google.com,1,88edf3f7-c02d-42fe-8959-57d5019f28b2,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:42:08,submachine guns,submachine guns,https://www.google.com/search?q=submachine+guns&rlz=1C1CHBF_enUS790US790&oq=submachine+guns&aqs=chrome..69i57j0l5.2924j1j4&sourceid=chrome&ie=UTF-8,submachine guns,Google Search,7,google.com,1,a73fb2e5-7bde-4bd1-8089-7709499533e8,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:42:23,keltech,keltech,https://www.google.com/search?q=keltech&rlz=1C1CHBF_enUS790US790&oq=keltech&aqs=chrome..69i57j0l5.1551j1j9&sourceid=chrome&ie=UTF-8,keltech,Google Search,7,google.com,1,cf317675-4c7c-4158-a136-2b9d9850bb78,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:43:13,foldable kel tec,foldable kel tec,https://www.google.com/search?q=foldable+kel+tec&rlz=1C1CHBF_enUS790US790&oq=foldable+kel+tec&aqs=chrome..69i57j0l3.4361j0j4&sourceid=chrome&ie=UTF-8,foldable kel tec,Google Search,7,google.com,1,6ca0fe2e-b69a-4a60-b89f-dd23f81ab254,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 00:44:13,gunbro,gunbroker,https://www.google.com/search?q=gunbroker&rlz=1C1CHBF_enUS790US790&oq=gunbro&aqs=chrome.0.0j69i60l2j69i57j69i60l2.1351j0j4&sourceid=chrome&ie=UTF-8,gunbroker,Google Search,7,google.com,1,f13a19a0-df66-42fe-9c19-a3c9c03fe97d,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 13:41:45,weat,www.weather.com,http://www.weather.com/,weather.com,"National and Local Weather Radar, Daily Forecast, Hurricane and information from The Weather Channel and weather.com",1,,4,fb244e78-ce24-46c9-9157-37efff619d99,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 13:48:18,gunstore near me,gunstore near me,https://www.google.com/search?q=gunstore+near+me&rlz=1C1CHBF_enUS790US790&oq=gunstore+near+me&aqs=chrome..69i57j0l5.2969j0j4&sourceid=chrome&ie=UTF-8,gunstore near me,Google Search,7,google.com,1,60c95c0b-31fa-49c9-8468-541abf057d73,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 13:49:46,Northern Virginia Gun Works,Northern Virginia Gun Works,https://www.google.com/search?q=Northern+Virginia+Gun+Works&rlz=1C1CHBF_enUS790US790&oq=Northern+Virginia+Gun+Works&aqs=chrome..69i57j0l2.672j0j9&sourceid=chrome&ie=UTF-8,Northern Virginia Gun Works,Google Search,7,google.com,1,8cc920a4-c411-43f0-a528-6582e58da781,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:34:50,non extradition country,non extradition country,https://www.google.com/search?q=non+extradition+country&rlz=1C1CHBF_enUS790US790&oq=non+extradition+country&aqs=chrome..69i57j0l5.4523j1j4&sourceid=chrome&ie=UTF-8,non extradition country,Google Search,7,google.com,1,dab69d5c-40f3-422d-8a0e-a805dd68067e,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:38:19,where did top gear go on bikes,where did top gear go on bikes,https://www.google.com/search?q=where+did+top+gear+go+on+bikes&rlz=1C1CHBF_enUS790US790&oq=where+did+top+gear+go+on+bikes&aqs=chrome..69i57.7702j1j7&sourceid=chrome&ie=UTF-8,where did top gear go on bikes,Google Search,7,google.com,1,7774a379-13c7-4d61-839a-3ac0a71c2377,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:39:15,most beautiful contries with non extradition,most beautiful contries with non extradition,https://www.google.com/search?q=most+beautiful+contries+with+non+extradition&rlz=1C1CHBF_enUS790US790&oq=most+beautiful+contries+with+non+extradition&aqs=chrome..69i57.6188j1j7&sourceid=chrome&ie=UTF-8,most beautiful contries with non extradition,Google Search,7,google.com,1,1fb3c2e2-f1f1-4acc-84c7-2e1b9eb68c18,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:42:28,indonesia,indonesia,https://www.google.com/search?q=indonesia&rlz=1C1CHBF_enUS790US790&oq=indonesia&aqs=chrome..69i57j0l5.1810j0j7&sourceid=chrome&ie=UTF-8,indonesia,Google Search,7,google.com,1,a4c78392-1053-426c-9a8f-ea98fcb64ad8,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:43:02,how far would the dollar go in indonesia,how far would the dollar go in indonesia,https://www.google.com/search?q=how+far+would+the+dollar+go+in+indonesia&rlz=1C1CHBF_enUS790US790&oq=how+far+would+the+dollar+go+in+indonesia&aqs=chrome..69i57j0.6511j1j7&sourceid=chrome&ie=UTF-8,how far would the dollar go in indonesia,Google Search,7,google.com,1,d3760ff8-cbaa-4a47-8618-b336c176a687,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:49:15,where the dollar goes farthest vietnam or indonesia,where the dollar goes farthest vietnam or indonesia,https://www.google.com/search?q=where+the+dollar+goes+farthest+vietnam+or+indonesia&rlz=1C1CHBF_enUS790US790&oq=where+the+dollar+goes+farthest+vietnam+or+indonesia&aqs=chrome..69i57.12225j1j7&sourceid=chrome&ie=UTF-8,where the dollar goes farthest vietnam or indonesia,Google Search,7,google.com,1,07fc6052-adc4-4a1b-9818-a48ba99fbd97,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:52:52,flights to indonesia,flights to indonesia,https://www.google.com/search?q=flights+to+indonesia&rlz=1C1CHBF_enUS790US790&oq=flights+to+indonesia&aqs=chrome..69i57j0l5.4068j0j7&sourceid=chrome&ie=UTF-8,flights to indonesia,Google Search,7,google.com,1,b273df52-1da7-414a-a5d9-a00dfc2b8b6e,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:54:41,bali airport,bali airport,https://www.google.com/search?q=bali+airport&rlz=1C1CHBF_enUS790US790&oq=bali+airport&aqs=chrome.0.0l6.2495j1j7&sourceid=chrome&ie=UTF-8,bali airport,Google Search,7,google.com,1,0bade22a-5cdf-4041-b309-e54291fc7fb3,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:56:11,iad airport,iad airport,https://www.google.com/search?q=iad+airport&rlz=1C1CHBF_enUS790US790&oq=iad+airport&aqs=chrome.0.0l6.1672j1j7&sourceid=chrome&ie=UTF-8,iad airport,Google Search,7,google.com,1,c7e92b91-1d8e-4802-a35d-93dddd230473,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:56:23,jfk airport code,jfk airport code,https://www.google.com/search?q=jfk+airport+code&rlz=1C1CHBF_enUS790US790&oq=jfk+airport+code&aqs=chrome..69i57j0l5.2691j1j9&sourceid=chrome&ie=UTF-8,jfk airport code,Google Search,7,google.com,1,69daeee7-0137-4bb4-a453-f28479e7cc81,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 15:57:09,"DOH HAmad ",doh hamad international,https://www.google.com/search?q=doh+hamad+international&rlz=1C1CHBF_enUS790US790&oq=DOH+HAmad+&aqs=chrome.0.0j69i57j0l4.2505j1j7&sourceid=chrome&ie=UTF-8,doh hamad international,Google Search,7,google.com,1,92d648ee-1f97-4f89-bf9d-6ce3915a1404,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 16:00:14,do the cops track web searches,do the cops track web searches,https://www.google.com/search?q=do+the+cops+track+web+searches&rlz=1C1CHBF_enUS790US790&oq=do+the+cops+track+web+searches&aqs=chrome..69i57.8382j0j4&sourceid=chrome&ie=UTF-8,do the cops track web searches,Google Search,7,google.com,1,0bad57b8-4c6e-425f-87e2-5cc5a6282a6d,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-03-31 17:49:45,how come when i eat pizza it burns my mouth behind my teeth,how come when i eat pizza it burns my mouth behind my teeth,https://www.google.com/search?q=how+come+when+i+eat+pizza+it+burns+my+mouth+behind+my+teeth&rlz=1C1CHBF_enUS790US790&oq=how+come+when+i+eat+pizza+it+burns+my+mouth+behind+my+teeth&aqs=chrome..69i57.10993j1j7&sourceid=chrome&ie=UTF-8,how come when i eat pizza it burns my mouth behind my teeth,Google Search,7,google.com,1,41b8729e-4dde-4bfe-9e47-0e0a570a49b7,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-01 20:56:05,federal government vs ranchers,federal government vs ranchers,https://www.google.com/search?q=federal+government+vs+ranchers&rlz=1C1CHBF_enUS790US790&oq=federal+government+vs+ranchers&aqs=chrome..69i57j0.5671j1j7&sourceid=chrome&ie=UTF-8,federal government vs ranchers,Google Search,7,google.com,1,fb5a27db-358e-47d8-a71b-4d23e84eb835,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
