ID,VisitTime,LastVisitedTime,URLTitle,URL,VisitCount,TypedCount,Hidden,VisitID,FromVisitID,VisitDurationInSeconds,SourceFile
68,2020-11-17 13:08:05,2020-11-17 13:08:05,Sign In - prAIvacy mAtrIx Git,http://git.pm.internal/user/login?redirect_to=%2f,2,0,No,102,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
2,2020-11-17 13:08:19,2020-12-10 14:13:03,prAIvacy mAtrIx Git,http://git.pm.internal/,9,0,No,104,103,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
69,2020-11-17 13:08:19,2021-02-13 21:10:38,git.pm.internal,http://git.pm.internal/user/login,7,0,No,103,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
2,2020-11-17 13:08:19,2020-12-10 14:13:03,prAIvacy mAtrIx Git,http://git.pm.internal/,9,0,No,105,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
72,2020-11-17 13:09:09,2020-11-17 13:09:10,imdb - Поиск в Google,https://www.google.com/search?q=imdb&oq=imdb&aqs=chrome..69i57j0i433l2j0l4j5.1655j0j7&sourceid=chrome&ie=UTF-8,2,0,No,106,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
72,2020-11-17 13:09:10,2020-11-17 13:09:10,imdb - Поиск в Google,https://www.google.com/search?q=imdb&oq=imdb&aqs=chrome..69i57j0i433l2j0l4j5.1655j0j7&sourceid=chrome&ie=UTF-8,2,0,No,107,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
73,2020-11-17 13:09:12,2020-11-17 13:09:12,"IMDb: Ratings, Reviews, and Where to Watch the Best Movies & TV Shows",https://www.imdb.com/,1,0,No,108,0,6.226239,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
74,2020-11-17 13:09:18,2020-11-17 13:09:18,Before They Were Famous: Actors' Early Roles,https://www.imdb.com/imdbpicks/actors-early-roles/rg3352337152/mediaviewer/rm1795833600?pf_rd_r=FP155N4VCMPQQPS2KA3V&pf_rd_p=0687c998-be24-4b53-9383-142760a67971&pf_rd_m=A2FGELUUNOQJNL&pf_rd_t=15061&pf_rd_i=home&pf_rd_s=featured-today-1&ref_=hm_edcft_mob_vg_early_1,1,0,No,109,108,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
75,2020-11-17 13:09:18,2020-11-17 13:09:18,Before They Were Famous: Actors' Early Roles,https://www.imdb.com/imdbpicks/actors-early-roles/rg3352337152/mediaviewer/rm1795833600/?pf_rd_r=FP155N4VCMPQQPS2KA3V&pf_rd_p=0687c998-be24-4b53-9383-142760a67971&pf_rd_m=A2FGELUUNOQJNL&pf_rd_t=15061&pf_rd_i=home&pf_rd_s=featured-today-1&ref_=hm_edcft_mob_vg_early_1,2,0,No,110,109,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
75,2020-11-17 13:09:18,2020-11-17 13:09:18,Before They Were Famous: Actors' Early Roles,https://www.imdb.com/imdbpicks/actors-early-roles/rg3352337152/mediaviewer/rm1795833600/?pf_rd_r=FP155N4VCMPQQPS2KA3V&pf_rd_p=0687c998-be24-4b53-9383-142760a67971&pf_rd_m=A2FGELUUNOQJNL&pf_rd_t=15061&pf_rd_i=home&pf_rd_s=featured-today-1&ref_=hm_edcft_mob_vg_early_1,2,0,No,111,108,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
76,2020-11-17 13:09:18,2020-11-17 13:09:18,Before They Were Famous: Actors' Early Roles,https://www.imdb.com/imdbpicks/actors-early-roles/rg3352337152/mediaviewer/rm1795833600/?pf_rd_r=FP155N4VCMPQQPS2KA3V&pf_rd_p=0687c998-be24-4b53-9383-142760a67971&pf_rd_m=A2FGELUUNOQJNL&pf_rd_t=15061&pf_rd_i=home&pf_rd_s=featured-today-1,1,0,No,112,108,3.156329,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
77,2020-11-17 13:09:21,2020-11-17 13:09:21,"IMDb: Ratings, Reviews, and Where to Watch the Best Movies & TV Shows",https://www.imdb.com/?ref_=rg_mv_close,1,0,No,113,112,8.974591,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
78,2020-11-17 13:09:30,2020-11-17 13:09:30,IMDb Top 250 - IMDb,https://www.imdb.com/chart/top/?ref_=nv_mv_250,1,0,No,114,113,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
2,2020-12-10 14:13:03,2020-12-10 14:13:03,prAIvacy mAtrIx Git,http://git.pm.internal/,9,0,No,115,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
56,2020-12-10 14:13:03,2020-12-10 14:13:03,Why virtual team-building activities feel agonising - BBC Worklife,https://www.bbc.com/worklife/article/20201229-why-virtual-team-building-activities-feel-agonizing,2,0,No,116,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
4,2020-12-10 14:13:03,2021-02-13 21:34:44,/wstarnes/ — PM Continuous Integration,http://ci.pm.internal/wstarnes/,5,1,No,117,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
79,2020-12-10 14:13:49,2020-12-10 14:13:49,Future Planet - BBC Future,https://googleads.g.doubleclick.net/pcs/click?xai=AKAOjssGqAdW7R_9aQqd5w08GXGSU9gVk3X5N-v66POn2dahLEMeAvrXLLMRuWXBX4oR4pJgA_Fmc-J9xvDFJyIqoePt44ZqAMp1y2Q0e0o-fJmBLnfWUpTsX726BtcWiD18Mnf0offGE_9fQYyfUuaVvQCE0u_3nKio9AUUxw1B66SSlk7vaA2dwA_Y5RtvgRMw9Om2atLwx-d5vYsU_WYxVGSnBYNhJHO9pEmCjVYWCMrL9HOAuJ_9Wv4o8rssJLv0ES92vwkF5ovDh0ByKp8G-GKdfElUKlrRRJalmJs6F5PcSs74KVS0SQgy555m8nKTbK4gwQ_LHOffOKHhFscicuQVDbggHxyYyChqdBInyxsf1E_H_w-Ht3fr5fXrhJ1-zPf8ZQ&sig=Cg0ArKJSzM9TslrVxIFM&adurl=https://www.bbc.com/future/future-planet%3Fxtor%3DCS1-12-%5BFuturePlanet_X__house_ads%5D-%5BGNL%5D-%5B_%5D-%5BFuturePlanet_house%5D&nm=2&nx=229&ny=-118&mb=1&clkt=3,1,0,No,118,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
80,2020-12-10 14:13:49,2020-12-10 14:13:49,Future Planet - BBC Future,https://www.bbc.com/future/future-planet?xtor=CS1-12-[FuturePlanet_X__house_ads]-[GNL]-[_]-[FuturePlanet_house],1,0,No,119,118,22.579769,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
38,2020-12-10 14:14:11,2021-02-13 21:06:56,BBC - Homepage,https://www.bbc.com/,5,1,No,120,119,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
81,2020-12-10 14:14:12,2020-12-10 14:14:12,BBC - Homepage,https://www.bbc.com/#orb-footer,1,0,No,121,119,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
82,2020-12-10 14:14:17,2020-12-10 14:14:17,Yan Dhanda: Social media firms 'adding fire to hate' says Swansea midfielder - BBC Sport,https://www.bbc.com/sport/football/56061502,1,0,No,122,121,4.709745,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
83,2020-12-10 14:14:21,2020-12-10 14:14:21,"Premier League: Reaction as Man Utd draw at West Brom and Arsenal, Wolves and Fulham win - Live - BBC Sport",https://www.bbc.com/sport/live/football/56067342,1,0,No,123,122,7.282479,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
84,2020-12-10 14:14:29,2020-12-10 14:14:29,Formula 1 - BBC Sport,https://www.bbc.com/sport/formula1,1,0,No,124,123,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
85,2020-12-10 14:14:31,2020-12-10 14:14:31,"OLED телевизоры LG: выбор и сравнение моделей, где купить | LG Россия",https://www.lg.com/ru/oled-televisions?utm_source=google&utm_medium=cpc&utm_campaign=lg_g_he_tv_oled_competitors_network&utm_term=&utm_content=campaignid_2066036393|adgroupid_79170984707|creative_443903431852|network_d|feeditemid_|matchtype_|targetid_|keyword_|adposition_none|placement_www.bbc.com|target_|sourceid_{sourceid}|device_c|devicemodel_|loc_physical_ms-9047068|loc_interest_ms_|adtype_|merchant_id_|product_channel_|product_id_|product_country_|product_language_|product_partition_id_|store_code_|adwords_producttargetid_|dop_&gclid=EAIaIQobChMIvL2nz7nr7gIVXISbCh3fkwXFEAEYASAAEgI_NPD_BwE,1,0,No,125,0,2.943389,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
38,2020-12-10 14:14:39,2021-02-13 21:06:56,BBC - Homepage,https://www.bbc.com/,5,1,No,126,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
69,2020-12-10 14:14:48,2021-02-13 21:10:38,git.pm.internal,http://git.pm.internal/user/login,7,0,No,128,127,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
86,2020-12-10 14:14:48,2020-12-10 14:14:48,Sign In - prAIvacy mAtrIx Git,http://git.pm.internal/explore/repos,1,1,No,127,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
4,2021-02-10 14:53:40,2021-02-13 21:34:44,/wstarnes/ — PM Continuous Integration,http://ci.pm.internal/wstarnes/,5,1,No,129,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
69,2021-02-10 14:53:40,2021-02-13 21:10:38,git.pm.internal,http://git.pm.internal/user/login,7,0,No,130,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
38,2021-02-10 14:53:40,2021-02-13 21:06:56,BBC - Homepage,https://www.bbc.com/,5,1,No,131,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
87,2021-02-10 14:54:18,2021-02-10 14:54:18,linux loop until time - Поиск в Google,https://www.google.com/search?q=linux+loop+until+time&oq=linux+loop+until+time&aqs=chrome..69i57j0i22i30l6.6152j0j7&sourceid=chrome&ie=UTF-8,2,0,No,132,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
87,2021-02-10 14:54:18,2021-02-10 14:54:18,linux loop until time - Поиск в Google,https://www.google.com/search?q=linux+loop+until+time&oq=linux+loop+until+time&aqs=chrome..69i57j0i22i30l6.6152j0j7&sourceid=chrome&ie=UTF-8,2,0,No,133,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
88,2021-02-10 14:54:21,2021-02-10 14:54:21,How to have a bash script loop until a specific time - Stack Overflow,https://stackoverflow.com/questions/17548064/how-to-have-a-bash-script-loop-until-a-specific-time,1,0,No,134,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
89,2021-02-10 14:54:38,2021-02-10 14:54:47,linux send mail from command line - Поиск в Google,https://www.google.com/search?q=linux+send+mail+from+command+line&oq=linux+send+mail+fro&aqs=chrome.3.69i57j0l7.8387j0j7&sourceid=chrome&ie=UTF-8,3,0,No,135,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
89,2021-02-10 14:54:39,2021-02-10 14:54:47,linux send mail from command line - Поиск в Google,https://www.google.com/search?q=linux+send+mail+from+command+line&oq=linux+send+mail+fro&aqs=chrome.3.69i57j0l7.8387j0j7&sourceid=chrome&ie=UTF-8,3,0,No,136,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
90,2021-02-10 14:54:42,2021-02-10 14:54:42,5 Ways To Send Email from Linux Command Line - TecAdmin,https://tecadmin.net/ways-to-send-email-from-linux-command-line/,1,0,No,137,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
89,2021-02-10 14:54:47,2021-02-10 14:54:47,linux send mail from command line - Поиск в Google,https://www.google.com/search?q=linux+send+mail+from+command+line&oq=linux+send+mail+fro&aqs=chrome.3.69i57j0l7.8387j0j7&sourceid=chrome&ie=UTF-8,3,0,No,138,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
91,2021-02-10 14:54:50,2021-02-10 14:54:50,email - send mail from linux terminal in one line - Stack Overflow,https://stackoverflow.com/questions/20318770/send-mail-from-linux-terminal-in-one-line,1,0,No,139,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
92,2021-02-10 14:55:11,2021-02-10 14:55:11,Secure email: ProtonMail is free encrypted email.,https://protonmail.com/,1,1,No,140,0,5.146866,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
93,2021-02-10 14:55:16,2021-02-10 14:55:16,Login | ProtonMail,https://mail.protonmail.com/login,1,0,No,141,140,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
4,2021-02-13 21:05:49,2021-02-13 21:34:44,/wstarnes/ — PM Continuous Integration,http://ci.pm.internal/wstarnes/,5,1,No,142,0,44.509547,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
38,2021-02-13 21:05:49,2021-02-13 21:06:56,BBC - Homepage,https://www.bbc.com/,5,1,No,143,0,44.453128,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
69,2021-02-13 21:05:49,2021-02-13 21:10:38,git.pm.internal,http://git.pm.internal/user/login,7,0,No,144,0,44.404423,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
38,2021-02-13 21:06:56,2021-02-13 21:06:56,BBC - Homepage,https://www.bbc.com/,5,1,No,145,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
4,2021-02-13 21:06:58,2021-02-13 21:34:44,/wstarnes/ — PM Continuous Integration,http://ci.pm.internal/wstarnes/,5,1,No,146,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
69,2021-02-13 21:07:00,2021-02-13 21:10:38,git.pm.internal,http://git.pm.internal/user/login,7,0,No,147,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
94,2021-02-13 21:07:13,2021-02-13 21:07:13,China arrests leader of fake vaccine scam - BBC News,https://www.bbc.com/news/world-asia-china-56080092,1,0,No,148,145,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
95,2021-02-13 21:07:37,2021-02-13 21:34:52,How Congo-Brazzaville's shark population came under threat - BBC News,https://www.bbc.com/news/world-africa-56040716,2,0,No,149,148,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
69,2021-02-13 21:10:38,2021-02-13 21:10:38,git.pm.internal,http://git.pm.internal/user/login,7,0,No,151,150,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
96,2021-02-13 21:10:38,2021-02-13 21:10:38,Sign In - prAIvacy mAtrIx Git,http://git.pm.internal/GBringley/xraicommend/archive/761263a55b8cfed4bcb8f87cbbb68beaf2ec2423.tar.gz,1,1,No,150,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
97,2021-02-13 21:12:42,2021-02-13 21:12:43,7z pack with password - Поиск в Google,https://www.google.com/search?q=7z+pack+with+password&oq=7z+pack+with+pass&aqs=chrome.1.69i57j33i22i29i30.23471j0j7&sourceid=chrome&ie=UTF-8,2,0,No,152,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
