CreationUTC,ExpiresUTC,LastAccessUTC,HostKey,Name,Path,IsSecure,IsHttpOnly,HasExpiration,IsPersistent,Priority,SourcePort,SourceFile
2020-08-09 19:03:03,2021-09-03 19:03:03,2020-08-09 19:04:14,.imrworldwide.com,IMRID,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:03,2023-02-03 21:34:55,2021-02-13 21:34:55,.scorecardresearch.com,UID,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:03,2023-02-03 21:34:55,2021-02-13 21:34:55,.scorecardresearch.com,UIDR,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-10-15 12:01:30,2020-10-15 12:01:30,.everesttech.net,everest_g_v2,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2022-08-09 19:04:26,2020-08-09 19:05:26,.cnn.com,s_vi,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2022-08-09 19:03:04,2020-08-09 19:06:05,.cnn.com,s_ecid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-08-09 19:04:14,2020-08-09 19:06:14,.cnn.com,_bti,/,No,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-08-09 19:04:28,2020-08-09 19:04:27,.ml314.com,pi,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-03-07 13:13:07,2020-09-08 14:13:07,.dpm.demdex.net,dpm,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-09-09 19:03:04,2021-02-13 21:34:48,.quantserve.com,mc,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2022-08-09 19:03:04,2020-08-09 19:06:05,.cnn.com,AMCV_7FF852E2556756057F000101%40AdobeOrg,/,No,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-09-05 19:03:04,2020-08-09 19:06:05,.cnn.com,__qca,/,No,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-05-14 22:05:51,2021-02-13 21:34:54,.adnxs.com,uuid2,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2025-08-08 19:03:04,2020-08-09 19:03:04,.www.ugdturner.com,ug1,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-08-09 19:03:04,2020-08-09 19:06:05,edition.cnn.com,ug,/,No,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-08-09 19:04:29,2020-08-09 19:04:29,.casalemedia.com,CMID,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2020-11-07 18:04:29,2020-08-09 19:04:29,.casalemedia.com,CMPS,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:04,2021-08-09 19:04:27,2020-08-09 19:04:27,.rubiconproject.com,khaos,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:05,2021-08-09 19:03:05,2020-08-09 19:03:05,.sharethrough.com,stx_user_id,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:05,2021-03-26 19:04:04,2020-10-15 12:01:51,.amazon-adsystem.com,ad-id,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:05,2025-09-24 19:04:04,2020-10-15 12:01:51,.amazon-adsystem.com,ad-privacy,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:05,2022-08-09 19:03:06,2020-08-09 19:03:06,ssp.behave.com,tuuid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:05,2022-08-09 19:03:05,2020-08-09 19:03:05,ssp.behave.com,c,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2022-08-09 19:03:06,2020-08-09 19:03:06,ssp.behave.com,tuuid_lu,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2021-08-09 19:03:06,2021-02-13 21:34:56,.bidswitch.net,tuuid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2021-08-09 19:03:06,2021-02-13 21:34:56,.bidswitch.net,c,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2021-08-09 19:03:06,2021-02-13 21:34:56,.bidswitch.net,tuuid_lu,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2020-11-07 18:04:29,2020-08-09 19:04:29,.casalemedia.com,CMPRO,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2021-02-05 18:06:24,2020-08-09 19:06:24,.krxd.net,_kuid_,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2022-02-14 03:07:40,2021-02-13 21:07:40,.yahoo.com,A3,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:06,2022-08-09 19:03:06,2020-08-09 19:03:06,ssp.behave.com,um2,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:07,2021-08-09 19:03:54,2020-08-09 19:03:54,.taboola.com,t_gid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:07,2022-08-09 19:03:07,2020-08-09 19:03:07,.erne.co,u,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:07,2021-12-05 14:14:15,2020-12-10 14:14:15,.contextweb.com,V,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:08,2020-11-07 18:04:26,2020-08-09 19:04:26,.adfarm1.adition.com,UserID1,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:08,2021-11-12 11:01:52,2020-10-15 12:01:52,.w55c.net,wfivefivec,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:08,2021-08-09 19:03:10,2020-08-09 19:03:10,.fiftyt.com,fifid,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2022-08-09 19:03:14,2020-08-09 19:03:14,.zeotap.com,zc,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2021-08-09 19:03:09,2020-08-09 19:03:09,.bea4.cnn.com,_uid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2021-09-06 19:03:06,2021-02-13 21:34:56,.mathtag.com,uuid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2021-08-10 19:03:09,2020-08-09 19:03:09,.simpli.fi,suid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2022-02-13 21:07:40,2021-02-13 21:07:40,.adsrvr.org,TDID,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2020-11-07 18:03:09,2020-08-09 19:03:09,.tribalfusion.com,ANON_ID,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2021-09-08 14:03:09,2020-10-15 12:01:30,.bidr.io,bito,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2021-09-08 14:03:09,2020-10-15 12:01:30,.bidr.io,bitoIsSecure,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2021-12-10 14:14:16,2020-12-10 14:14:16,.targeting.unrulymedia.com,_rxuuid,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:09,2021-08-09 19:03:11,2020-08-09 19:03:11,.semasio.net,SEUNCY,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:10,2021-09-06 19:03:11,2020-08-09 19:03:10,.smartadserver.com,TestIfCookieP,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:10,2021-09-06 19:03:11,2020-08-09 19:03:10,.smartadserver.com,csync,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:10,2021-08-09 19:03:10,2020-08-09 19:03:10,.fiftyt.com,cs,/,Yes,Yes,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:11,2021-08-12 22:34:57,2021-02-13 21:34:56,.turn.com,uid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:11,2021-12-10 14:14:17,2020-12-10 14:14:16,.sitescout.com,ssi,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:11,2022-02-14 17:04:43,2020-08-09 19:04:05,.acuityplatform.com,auid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:11,2021-08-09 19:03:11,2020-08-09 19:03:11,.gumgum.com,vst,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:11,2022-03-12 03:16:07,2020-12-10 14:14:15,.rfihub.com,rud,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:12,2021-08-09 19:03:14,2020-08-09 19:03:14,.onaudience.com,cookie,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:14,2021-10-15 13:08:40,2020-10-15 12:02:00,.spotxchange.com,audience,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:14,2021-02-05 18:03:14,2020-12-10 14:14:14,.bluekai.com,bkdc,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:14,2021-06-08 15:14:15,2020-12-10 14:14:15,.bluekai.com,bku,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:14,2021-08-09 19:03:14,2020-08-09 19:04:22,.eyeota.net,mako_uid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:14,2021-08-09 19:04:07,2020-08-09 19:04:06,.ipredictive.com,cu,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:14,2021-08-09 19:04:22,2020-08-09 19:04:22,.fwmrm.net,_uid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:15,2021-09-09 16:21:00,2020-09-09 16:21:00,.openx.net,i,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:16,2021-08-09 19:04:23,2020-08-09 19:04:23,.scanscout.com,uid,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:16,2021-08-09 19:03:16,2020-08-09 19:04:22,.scanscout.com,UIKX,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
2020-08-09 19:03:16,2021-05-06 19:10:22,2020-08-09 19:04:22,.crwdcntrl.net,_cc_dc,/,Yes,No,Yes,Yes,1,443,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Cookies
