Version,BatchKeyPath,KeyName,BatchValueName,Path,CreatedOn,LastStart,LastStop,TaskState,LastActionResult,Source,Description,Author
3,,{477AA989-F528-47DA-9D12-8696403B9DC6},,\Optimize Start Menu Cache Files-S-1-5-21-2232410529-1445159330-2725690660-500,2020-09-17 18:10:46.7012135,,,0,0,"$(@%SystemRoot%\system32\twinapi.dll,-8000)","$(@%SystemRoot%\system32\twinapi.dll,-8002)","$(@%SystemRoot%\system32\twinapi.dll,-8001)"
3,,{4CB8A86B-8FBE-46F4-A3C0-D66296C4C320},,\Microsoft\Windows\Device Setup\Metadata Refresh,2013-08-19 14:48:44.3214876,,,0,0,Device Metadata Refresh Task,Performs a device metadata refresh on a periodic basis,Microsoft Corporation
3,,{4D1E329A-774C-431B-A2D0-00A0DF6C52F7},,\Microsoft\Windows\WindowsColorSystem\Calibration Loader,2013-08-22 14:48:43.9933616,,,0,0,"$(@%SystemRoot%\system32\mscms.dll,-200)","$(@%SystemRoot%\system32\mscms.dll,-202)","$(@%SystemRoot%\system32\mscms.dll,-201)"
3,,{4FC20F96-4188-42E7-B136-8BA77931B768},,\Microsoft\Windows\NetTrace\GatherNetworkInfo,2013-08-22 14:48:44.4464871,,,0,0,"$(@%SystemRoot%\system32\nettrace.dll,-6910)","$(@%SystemRoot%\system32\nettrace.dll,-6912)","$(@%SystemRoot%\system32\nettrace.dll,-6911)"
3,,{54554696-A0C2-4A35-A05A-53D8BBBF1FFA},,\Microsoft\Windows\Plug and Play\Plug and Play Cleanup,2013-08-10 14:48:44.4464871,,,0,0,"$(@%SystemRoot%\system32\pnpclean.dll,-201)","$(@%SystemRoot%\system32\pnpclean.dll,-202)","$(@%SystemRoot%\system32\pnpclean.dll,-201)"
3,,{55996D18-C246-466B-96AB-1E0795F51115},,\Microsoft\Windows\User Profile Service\HiveUploadTask,2013-08-22 14:48:44.4464871,,,0,0,"$(@%SystemRoot%\system32\profsvc,-500)","$(@%SystemRoot%\system32\profsvc,-501)","$(@%SystemRoot%\system32\profsvc,-500)"
3,,{5C0E99B2-B432-4CCF-A890-03A12F93CDA1},,\Microsoft\Windows\TaskScheduler\Idle Maintenance,2013-08-22 14:48:44.4622391,,,0,0,"$(@%SystemRoot%\System32\msched.dll,-601)","$(@%SystemRoot%\System32\msched.dll,-602)","$(@%SystemRoot%\System32\msched.dll,-600)"
3,,{5E33C42B-5055-4972-943D-E18C3D76BD0E},,\Microsoft\Windows\Multimedia\SystemSoundsService,2013-08-22 14:48:43.9933616,,,0,0,"$(@%systemRoot%\System32\PlaySndSrv.Dll,-106)","$(@%systemRoot%\System32\PlaySndSrv.Dll,-105)",
3,,{607176C4-CA17-4B56-BAB6-FA062C8A7698},,\Microsoft\Windows\NetCfg\BindingWorkItemQueueHandler,2013-08-22 14:48:42.8371195,,,0,0,,"$(@%systemRoot%\System32\netcfgx.dll,-14026)","$(@%systemRoot%\System32\netcfgx.dll,-14025)"
3,,{64D815EB-EF39-4F6B-A0FE-F64309088493},,\Microsoft\Windows\PI\Sqm-Tasks,2013-08-16 14:48:44.4777350,,,0,0,"$(@%SystemRoot%\system32\TpmTasks.dll,-601)","$(@%SystemRoot%\system32\TpmTasks.dll,-603)","$(@%SystemRoot%\system32\TpmTasks.dll,-600)"
3,,{651FF2A7-84D4-4AE6-9231-BB0411D3A64F},,\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerCeipAssistant,2013-08-22 14:48:44.4777350,,,0,0,"$(@%SystemRoot%\system32\ceipdata.exe,-102)","$(@%SystemRoot%\system32\ceipdata.exe,-103)","$(@%SystemRoot%\system32\ceipdata.exe,-101)"
3,,{6D9AB31E-65B8-4E75-91D4-669539EA15A9},,\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents,2013-08-22 14:48:44.5402343,,,0,0,"$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-601)","$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-603)","$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-600)"
3,,{6F2B58CA-4C2B-459C-8D85-DC7B03DEFEA4},,\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,2013-08-22 14:48:44.5558606,,,0,0,"$(@%SystemRoot%\system32\dimsjob.dll,-100)","$(@%SystemRoot%\system32\dimsjob.dll,-102)","$(@%SystemRoot%\system32\dimsjob.dll,-101)"
3,,{70689D58-3A4D-4E77-ADA0-E1583E34C293},,\Microsoft\Windows\Plug and Play\Device Install Reboot Required,2013-08-22 14:48:44.5558606,,,0,0,,"$(@%SystemRoot%\system32\pnpui.dll,-602)","$(@%SystemRoot%\system32\pnpui.dll,-600)"
3,,{72D860DA-8E63-4DE2-A442-D99ECBE76A98},,\Microsoft\Windows\Registry\RegIdleBackup,2013-08-22 14:48:44.5714830,,,0,0,"$(@%systemroot%\system32\regidle.dll,-601)","$(@%systemroot%\system32\regidle.dll,-602)","$(@%systemroot%\system32\regidle.dll,-600)"
3,,{72F35A0C-FD31-44C6-A5FD-74C656230C66},,\Microsoft\Windows\TaskScheduler\Regular Maintenance,2013-08-22 14:48:44.5714830,,,0,0,"$(@%SystemRoot%\System32\msched.dll,-601)","$(@%SystemRoot%\System32\msched.dll,-602)","$(@%SystemRoot%\System32\msched.dll,-600)"
3,,{7413B569-8BD6-4D45-AE89-D983968361DD},,\Microsoft\Windows\Windows Error Reporting\QueueReporting,2013-08-22 14:48:43.9933616,,,0,0,"$(@%SystemRoot%\system32\wer.dll,-292)","$(@%SystemRoot%\system32\wer.dll,-294)","$(@%SystemRoot%\system32\wer.dll,-293)"
3,,{7457D1F9-7782-42BA-B928-02E8FF94F7F8},,\Microsoft\Windows\MUI\LPRemove,2013-08-21 14:48:44.5714830,,,0,0,"$(@%systemRoot%\System32\lpremove.exe,-100)","$(@%systemRoot%\System32\lpremove.exe,-101)","$(@%systemRoot%\System32\lpremove.exe,-100)"
3,,{74C0E636-EFD4-4F52-820E-1D318D1ABE7D},,\Microsoft\Windows\CertificateServicesClient\SystemTask,2013-08-22 14:48:42.8527363,,,0,0,"$(@%SystemRoot%\system32\dimsjob.dll,-100)","$(@%SystemRoot%\system32\dimsjob.dll,-102)","$(@%SystemRoot%\system32\dimsjob.dll,-101)"
3,,{75883200-985B-4FC5-88E9-A3376B09D63D},,\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector-RunOnce,2013-08-22 14:48:43.7433626,,,0,0,"$(@%SystemRoot%\system32\ceipdata.exe,-102)","$(@%SystemRoot%\system32\ceipdata.exe,-103)","$(@%SystemRoot%\system32\ceipdata.exe,-101)"
3,,{787E2442-1350-4D4B-B3DF-F73EDF626879},,\Microsoft\Windows\PLA\Server Manager Performance Monitor,2013-08-22 14:48:43.7589870,,,0,0,"$(@%systemroot%\system32\wbem\mgmtprovider.dll,-101)",,"$(@%systemroot%\system32\wbem\mgmtprovider.dll,-102)"
3,,{88E2FD92-1E16-4994-AFC8-289E75376D17},,\Microsoft\Windows\UPnP\UPnPHostConfig,2013-08-22 14:48:44.5714830,,,0,0,,"$(@%systemroot%\system32\upnphost.dll,-216)","$(@%systemroot%\system32\upnphost.dll,-215)"
3,,{8B34F644-F627-47E7-98E0-957BA1C5EB6D},,\Microsoft\Windows\Shell\CreateObjectTask,2013-08-22 14:48:44.5871089,,,0,0,"$(@%SystemRoot%\system32\shell32.dll,-14349)","$(@%SystemRoot%\system32\shell32.dll,-14350)","$(@%SystemRoot%\system32\shell32.dll,-14349)"
3,,{8CCEE9FB-20E3-4E78-B4B4-E812FAEA847D},,\Microsoft\Windows\ApplicationData\CleanupTemporaryState,2013-08-22 14:48:44.6339879,,,0,0,"$(@%systemroot%\system32\Windows.Storage.ApplicationData.dll,-5001)","$(@%systemroot%\system32\Windows.Storage.ApplicationData.dll,-5003)","$(@%systemroot%\system32\Windows.Storage.ApplicationData.dll,-5002)"
3,,{9536335E-476B-42F7-8624-2308CA0F222B},,\Microsoft\Windows\Server Manager\ServerManager,2013-08-22 14:48:44.0714860,,,0,0,"$(@%SystemRoot%\system32\svrmgrnc.dll,-101)","$(@%SystemRoot%\system32\svrmgrnc.dll,-104)","$(@%SystemRoot%\system32\svrmgrnc.dll,-103)"
3,,{96D75494-96A0-4ED4-A1B7-4E4171C92866},,\Microsoft\Windows\Defrag\ScheduledDefrag,2013-08-19 14:48:44.6496096,,,0,0,"$(@%systemroot%\system32\defragsvc.dll,-800)","$(@%systemroot%\system32\defragsvc.dll,-802)","$(@%systemroot%\system32\defragsvc.dll,-801)"
3,,{997514A9-18E8-4C71-A9CD-1D360C83A600},,\Microsoft\Windows\Time Zone\SynchronizeTimeZone,2013-08-16 14:48:44.6496096,,,0,0,,"$(@%SystemRoot%\system32\tzsyncres.dll,-102)","$(@%SystemRoot%\system32\tzsyncres.dll,-101)"
3,,{9BF96279-8987-46DF-8B97-04F24EDF1A9B},,\Microsoft\Windows\Plug and Play\Device Install Group Policy,2013-08-22 14:48:44.6496096,,,0,0,,"$(@%SystemRoot%\system32\pnppolicy.dll,-602)","$(@%SystemRoot%\system32\pnppolicy.dll,-600)"
3,,{9F708456-2B50-4442-B20A-C3B3F4EBA733},,\Microsoft\Windows\SpacePort\SpaceAgentTask,2013-08-22 14:48:43.7902346,,,0,0,"$(@%SystemRoot%\system32\SpaceAgent.exe,-1)","$(@%SystemRoot%\system32\SpaceAgent.exe,-3)","$(@%SystemRoot%\system32\SpaceAgent.exe,-2)"
3,,{A14D7177-B746-41FE-8A03-8D4A996500FB},,\Microsoft\Windows\IME\SQM data sender,2013-08-19 14:48:44.0871103,,,0,0,,,
3,,{A528142F-413E-4BF1-85C6-38BD737BDEDF},,\Microsoft\Windows\Autochk\Proxy,2013-08-22 14:48:43.7902346,,,0,0,"$(@%systemroot%\system32\acproxy.dll,-100)","$(@%systemroot%\system32\acproxy.dll,-102)","$(@%systemroot%\system32\acproxy.dll,-101)"
3,,{A827C96C-83D9-4063-9C61-FF4F55BBB595},,\Microsoft\Windows\TaskScheduler\Manual Maintenance,2013-08-22 14:48:44.7277342,,,0,0,"$(@%SystemRoot%\System32\msched.dll,-601)","$(@%SystemRoot%\System32\msched.dll,-602)","$(@%SystemRoot%\System32\msched.dll,-600)"
3,,{A845B103-DC90-4A70-863B-1BCB23FDD357},,\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers,2013-08-22 14:48:44.7277342,,,0,0,,"$(@%SystemRoot%\System32\sppnp.dll,-2001)","$(@%SystemRoot%\System32\sppnp.dll,-2000)"
3,,{A997E437-68F0-4395-BD28-1595BC28C68C},,\Microsoft\Windows\WindowsUpdate\AUSessionConnect,2013-08-22 14:48:44.1027654,,,0,0,Microsoft Corporation.,This task is used to display notifications to users.,Microsoft Corporation.
3,,{B2492D58-95FB-40DF-AB17-5F1915B3D7E5},,\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange,2013-08-22 14:48:44.7277342,,,0,0,,"$(@%SystemRoot%\system32\bfe.dll,-2002)","$(@%SystemRoot%\system32\bfe.dll,-2001)"
3,,{B95A8543-46C6-433A-B414-9B1C838AA1D8},,\Microsoft\Windows\Task Manager\Interactive,2013-08-22 14:48:44.7277342,,,0,0,"$(@%systemroot%\system32\wdc.dll,-10042)","$(@%systemroot%\system32\wdc.dll,-10043)","$(@%systemroot%\system32\wdc.dll,-10041)"
3,,{BA065AB9-D661-4B71-8117-439894C7DD9B},,\Microsoft\Windows\PI\Secure-Boot-Update,2013-08-22 14:48:44.7433608,,,0,0,"$(@%SystemRoot%\system32\TpmTasks.dll,-601)","$(@%SystemRoot%\system32\TpmTasks.dll,-604)","$(@%SystemRoot%\system32\TpmTasks.dll,-600)"
3,,{BB9DC21B-EC47-43F4-8CEC-6336FEB6B11E},,\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem,2013-08-18 14:48:44.7433608,,,0,0,"$(@%systemRoot%\system32\energytask.dll,-601)","$(@%systemRoot%\system32\energytask.dll,-602)","$(@%systemRoot%\system32\energytask.dll,-600)"
3,,{BBDB73BC-D5EC-4CFB-AE95-95F1D01014DE},,\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan,2013-08-22 14:48:43.8058587,,,0,0,"$(@%systemroot%\system32\discan.dll,-601)","$(@%systemroot%\system32\discan.dll,-602)","$(@%systemroot%\system32\discan.dll,-600)"
3,,{BBDEA12E-91E2-4CC5-BFF0-A64897F04A96},,\Microsoft\Windows\CertificateServicesClient\UserTask,2013-08-22 14:48:44.1027654,,,0,0,"$(@%SystemRoot%\system32\dimsjob.dll,-100)","$(@%SystemRoot%\system32\dimsjob.dll,-102)","$(@%SystemRoot%\system32\dimsjob.dll,-101)"
3,,{BEA90642-D7A1-405D-AF23-2FB89E2B1353},,\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip,2013-08-18 14:48:44.7589854,,,0,0,"$(@%SystemRoot%\system32\usbceip.dll,-601)","$(@%SystemRoot%\system32\usbceip.dll,-602)","$(@%SystemRoot%\system32\usbceip.dll,-600)"
3,,{BED00A82-FFB8-4077-86C0-2B380E56EFB1},,\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask,2013-08-17 14:48:44.7589854,,,0,0,"$(@%SystemRoot%\system32\kernelceip.dll,-601)","$(@%SystemRoot%\system32\kernelceip.dll,-602)","$(@%SystemRoot%\system32\kernelceip.dll,-600)"
3,,{C36DFCD8-8BFE-45CC-8D65-F6AD40CC24C6},,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical,2013-08-22 14:48:44.7589854,,,0,0,,,
3,,{C7B721B2-E18E-45EC-87B6-8EBFAA63D852},,\Microsoft\Windows\AppID\PolicyConverter,2013-08-22 14:48:44.7746099,,,0,0,"$(@%systemroot%\system32\appidsvc.dll,-300)","$(@%systemroot%\system32\appidsvc.dll,-302)","$(@%systemroot%\system32\appidsvc.dll,-301)"
3,,{C911A4F6-6CDC-4598-8251-F6FF82453881},,\Microsoft\Windows\TaskScheduler\Maintenance Configurator,2013-08-22 14:48:44.7746099,,,0,0,"$(@%SystemRoot%\System32\msched.dll,-601)","$(@%SystemRoot%\System32\msched.dll,-603)","$(@%SystemRoot%\System32\msched.dll,-600)"
3,,{CB537329-8F2D-42C0-8A71-AF9A80051DF3},,\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic,2013-08-21 14:48:44.7746099,,,0,0,"$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-601)","$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-602)","$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-600)"
3,,{CC61E95C-E064-4683-8978-063578C30865},,\Microsoft\Windows\WindowsUpdate\AUFirmwareInstall,2013-08-22 14:48:44.7746099,,,0,0,"$(@%SystemRoot%\System32\wuaueng.dll,-112)","$(@%SystemRoot%\System32\wuaueng.dll,-200)","$(@%SystemRoot%\System32\wuaueng.dll,-112)"
3,,{D0576B2E-CB18-4F69-9C31-6771B5AE4F25},,\Microsoft\Windows\RAC\RacTask,2013-08-22 14:48:43.8214854,,,0,0,"$(@%SystemRoot%\system32\RacEngn.dll,-501)","$(@%SystemRoot%\system32\RacEngn.dll,-502)","$(@%SystemRoot%\system32\RacEngn.dll,-501)"
3,,{D0999FCA-49B0-4F9F-8FD6-3DEF808B3295},,\Microsoft\Windows\Application Experience\ProgramDataUpdater,2013-08-22 14:48:44.7902338,,,0,0,"$(@%SystemRoot%\system32\aepdu.dll,-701)","$(@%SystemRoot%\system32\aepdu.dll,-702)","$(@%SystemRoot%\system32\aepdu.dll,-701)"
3,,{D5181E09-9760-4EF2-AA87-9766B5F7CB7F},,\Microsoft\Windows\Ras\MobilityManager,2013-08-22 14:48:44.7902338,,,0,0,,"$(@%SystemRoot%\system32\rasmbmgr.dll,-202)","$(@%SystemRoot%\system32\rasmbmgr.dll,-201)"
3,,{D913775E-E6E6-4E00-BC89-BDAF543BB03E},,\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck,2013-08-22 14:48:43.8214854,,,0,0,"$(@%systemroot%\system32\appidsvc.dll,-200)","$(@%systemroot%\system32\appidsvc.dll,-202)","$(@%systemroot%\system32\appidsvc.dll,-201)"
3,,{DA23AE6C-A0E8-496C-9401-25B38C8BD4B2},,\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup,2013-08-22 14:48:44.1183622,,,0,0,,,
3,,{E17CE1E2-2876-42D3-B6F5-40A269D1D3C4},,\Microsoft\Windows\Software Inventory Logging\Daily Collector,2013-08-22 14:48:44.7902338,,,0,0,,,
3,,{E2F3C34F-4A57-4CF5-BB13-3DE25CE432DE},,\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization,2013-08-22 14:48:44.8058596,,,0,0,"$(@%systemroot%\system32\TieringEngineService.exe,-601)","$(@%systemroot%\system32\TieringEngineService.exe,-602)","$(@%systemroot%\system32\TieringEngineService.exe,-600)"
3,,{E49F4F95-2853-4250-854F-4B2D3B77B4E0},,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon,2013-08-22 14:48:44.1183622,,,0,0,"$(@%systemroot%\system32\sppc.dll,-200)","$(@%systemroot%\system32\sppc.dll,-202)","$(@%systemroot%\system32\sppc.dll,-200)"
3,,{E816AA97-FF41-4F18-BD6B-5674BCB83F4B},,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),2013-08-22 14:48:44.1340030,,,0,0,,"$(@%systemRoot%\System32\msdrm.dll,-6002)","$(@%systemRoot%\System32\msdrm.dll,-6001)"
3,,{EBCCDB21-F118-4DEC-BB6F-7D91C6D06968},,\Microsoft\Windows\TextServicesFramework\MsCtfMonitor,2013-08-22 14:48:44.1496113,,,0,0,"$(@%systemRoot%\system32\MsCtfMonitor.dll,-1000)","$(@%systemRoot%\system32\MsCtfMonitor.dll,-1001)",
3,,{EBE2FAE4-C949-4499-87B3-F0107A4F6657},,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual),2013-08-22 14:48:44.1496113,,,0,0,,"$(@%systemRoot%\System32\msdrm.dll,-6003)","$(@%systemRoot%\System32\msdrm.dll,-6001)"
3,,{F00FD1E5-E940-487A-BADE-23E9C5C4D9C7},,\Microsoft\Windows\WS\License Validation,2013-08-22 14:48:44.8058596,,,0,0,"$(@%SystemRoot%\system32\wsservice.dll,-122)","$(@%SystemRoot%\system32\wsservice.dll,-123)","$(@%SystemRoot%\system32\wsservice.dll,-120)"
3,,{F572DBAD-EBD2-4F99-B4D2-0FA1E28FAC40},,\Microsoft\Windows\Chkdsk\ProactiveScan,2013-08-22 14:48:44.8058596,,,0,0,"$(@%systemroot%\system32\pstask.dll,-100)","$(@%systemroot%\system32\pstask.dll,-102)","$(@%systemroot%\system32\pstask.dll,-101)"
3,,{FBCC008D-BA20-477D-BD4F-1B6962E60989},,\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,2013-08-22 14:48:44.8058596,,,0,0,"$(@%systemRoot%\system32\wsqmcons.exe,-106)","$(@%systemRoot%\system32\wsqmcons.exe,-107)",Microsoft Corporation
3,,{FE19A060-2A3C-4612-B05E-767FA20CAA49},,\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan for Crash Recovery,2013-08-22 14:48:44.8058596,,,0,0,"$(@%systemroot%\system32\discan.dll,-601)","$(@%systemroot%\system32\discan.dll,-603)","$(@%systemroot%\system32\discan.dll,-600)"
