Extension,BatchKeyPath,OpensWithExecutables,BatchValueName,OpensWithProgramIDs,UserChoice
.jpeg,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,jpegfile,jpegfile
.jpg,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,jpegfile,jpegfile
.jxr,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,wdpfile,wdpfile
.kdc,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.lnk,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,lnkfile,(UserChoice key not present)
.m4a,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.m4v,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXhjhjmgrfm2d7rd026az898dy2p1pcsyt
.mht,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,mhtmlfile,(UserChoice key not present)
.mhtml,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,mhtmlfile,(UserChoice key not present)
.mov,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXhjhjmgrfm2d7rd026az898dy2p1pcsyt
.MP2,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.MP3
.mp3,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.mp4,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXhjhjmgrfm2d7rd026az898dy2p1pcsyt
.mp4v,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXhjhjmgrfm2d7rd026az898dy2p1pcsyt
.mpa,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.MPEG
.MPE,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.MPEG
.mpeg,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.MPEG
.mpg,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.MPEG
.mrw,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.msc,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,MSCFile,(UserChoice key not present)
.mts,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.M2TS
.nef,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.nrw,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.ocx,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,ocxfile,(UserChoice key not present)
.odt,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,odtfile,(UserChoice key not present)
.orf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.otf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,otffile,(UserChoice key not present)
.oxps,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX86746z2101ayy2ygv3g96e4eqdf8r99j
.pdf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX86746z2101ayy2ygv3g96e4eqdf8r99j
.pef,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.png,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,pngfile,pngfile
.ps1xml,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Microsoft.PowerShellXMLData.1,(UserChoice key not present)
.pssc,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Microsoft.PowerShellSessionConfiguration.1,(UserChoice key not present)
.raf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.raw,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.rle,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,rlefile,(UserChoice key not present)
.rtf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,rtffile,(UserChoice key not present)
.rw2,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.rwl,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.scf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,SHCmdFile,(UserChoice key not present)
.search-ms,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,SearchFolder,(UserChoice key not present)
.sr2,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.srw,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,Microsoft.PhotoManager.imagetype
.sys,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,sysfile,(UserChoice key not present)
.tif,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,TIFImage.Document,TIFImage.Document
.tiff,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,TIFImage.Document,TIFImage.Document
.TS,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.TTS
.ttc,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,ttcfile,(UserChoice key not present)
.ttf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,ttffile,(UserChoice key not present)
.TTS,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.TTS
.txt,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,NOTEPAD.EXE,Multiple,txtfile,(UserChoice key not present)
.wav,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.wdp,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,wdpfile,wdpfile
.wm,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXhjhjmgrfm2d7rd026az898dy2p1pcsyt
.wma,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.wmf,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,wmffile,(UserChoice key not present)
.wmv,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXhjhjmgrfm2d7rd026az898dy2p1pcsyt
.WPL,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,WMP11.AssocFile.WPL
.xml,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,xmlfile,(UserChoice key not present)
.xps,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX86746z2101ayy2ygv3g96e4eqdf8r99j
.xsl,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,xslfile,(UserChoice key not present)
.zip,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,CompressedFolder,(UserChoice key not present)
