SourceFile,SourceCreated,SourceModified,SourceAccessed,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,NetworkPath,CommonPath,Arguments,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,MACVendor,TrackerCreatedOn,ExtraBlocksPresent
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\Confidential_02.lnk,2019-02-15 05:03:34,2019-02-15 05:03:34,2021-08-30 12:16:46,2019-02-15 04:07:47,2018-02-13 04:46:43,2019-02-15 04:07:47,14109,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\Confidential_02.docx,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\Confidential_03.lnk,2019-02-15 05:03:39,2019-02-15 05:03:39,2021-08-30 12:16:46,2019-02-15 04:07:47,2018-02-13 05:02:54,2019-02-15 04:07:47,18411,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\Confidential_03.docx,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\Confidential_04.lnk,2019-02-15 05:03:45,2019-02-15 05:03:45,2021-08-30 12:16:46,2019-02-15 04:07:47,2018-02-13 05:05:07,2019-02-15 04:07:47,15275,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\Confidential_04.docx,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\docs.lnk,2019-02-15 05:03:25,2019-02-15 05:04:19,2021-08-30 12:16:46,2019-02-15 03:56:55,2019-02-15 04:10:18,2019-02-15 04:10:18,4096,,,FileAttributeDirectory,"HasLinkInfo, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\haha.lnk,2019-02-15 05:01:53,2019-02-15 05:01:53,2021-08-30 12:16:46,2019-02-15 05:00:21,2019-02-15 05:00:21,2019-02-15 05:00:22,2084,..\..\..\..\..\haha.png,C:\Users\Joker,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Users\Joker\haha.png,,,,My Computer\C:\Users\Joker\haha.png,0x17B03,0x3,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 04:49:40,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\Joker.lnk,2019-02-15 05:01:53,2019-02-15 05:02:56,2021-08-30 12:16:46,2019-02-15 04:54:09,2019-02-15 05:00:49,2019-02-15 05:02:56,8192,..\..\..\..\..,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Users\Joker,,,,My Computer\C:\Users\Joker,0x1735C,0x4,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 04:49:40,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\mandiant-apt1-report.lnk,2019-02-15 05:03:52,2019-02-15 05:03:52,2021-08-30 12:16:46,2019-02-15 03:58:45,2018-09-11 19:32:12,2019-02-15 03:58:45,6794895,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\mandiant-apt1-report.pdf,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\The-ProjectSauron.lnk,2019-02-15 05:04:10,2019-02-15 05:04:10,2021-08-30 12:16:46,2018-08-30 13:14:34,2018-08-30 13:14:33,2019-02-15 03:59:09,1674799,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\The-ProjectSauron.pdf,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\TheMeaningofLIFE.lnk,2019-02-15 05:04:00,2019-02-15 05:04:00,2021-08-30 12:16:46,2019-02-04 13:40:50,2019-02-04 13:40:48,2019-02-15 04:00:38,1155706,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\TheMeaningofLIFE.pdf,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\windows_command_line_sheet_v1.lnk,2019-02-15 05:04:19,2019-02-15 05:04:19,2021-08-30 12:16:46,2018-09-17 12:23:38,2018-09-17 12:23:37,2019-02-15 03:56:59,133967,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\windows_command_line_sheet_v1.pdf,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\File Explorer.lnk,2018-04-25 20:01:23,2018-04-11 23:34:43,2021-08-30 12:16:46,,,,0,,,0,"HasTargetIdList, HasName, HasIconLocation, IsUnicode, ForceNoLinkInfo",(None),,,,,,,Unmapped GUID: 52205fd8-5dfb-447d-801a-d0b52f2e83e1,,,,,,,PropertyStoreDataBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Notepad.lnk,2019-02-15 04:36:40,2018-04-11 23:34:32,2021-08-30 12:16:46,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
"M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\SSH, Telnet and Rlogin client.lnk",2019-02-15 04:36:22,2019-02-15 04:36:22,2021-08-30 12:16:46,2019-02-15 04:32:14,2018-04-11 16:20:36,2019-02-15 04:34:54,854072,..\..\..\..\..\..\..\Desktop\putty.exe,C:\Users\IEUser\Desktop,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Desktop\putty.exe,,,,My Computer\Desktop\putty.exe,0x15758,0x3,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 03:49:07,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Command Prompt.lnk,2019-02-15 04:54:43,2018-04-11 23:34:14,2021-08-30 12:16:46,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Wordpad.lnk,2019-02-15 05:03:06,2018-04-11 23:34:20,2021-08-30 12:16:46,,,,0,,,0,"HasName, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
