URL,Title,Visit Time,Visit Count,Visited From,Visit Type,Web Browser,User Profile,Browser Profile,URL Length,Typed Count,History File,Record ID
http://about-threats.trendmicro.com/cloud-content/us/ent-primers/pdf/how_do_threat_actors_steal_your_data.pdf,,6/21/2016 09:39:16,1,"https://www.google.jo/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwj_tcT_4rfNAhXDyRoKHXg3CQEQFggdMAA&url=http%3A%2F%2Fabout-threats.trendmicro.com%2Fcloud-content%2Fus%2Fent-primers%2Fpdf%2Fhow_do_threat_actors_steal_your_data.pdf&usg=AFQjCNEp0x-JVXIcVhcMvy11usXOSQE_ng&sig2=SZLlhyzBUGIPrplV3rAclw&bvm=bv.124817099,d.d2s",Link,Chrome,Hunter,Default,109,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,139
http://cinemalek.com/series/,????? ??? ?????? ????????? ??? ????,6/21/2016 09:46:02,1,http://serve.popads.net/popOut.php?c=10000000000&tof=420&wact=&a=4928448953592&m=-1%2C-1%2C1%2C0%2C0%2C386%2C915%2C1%2C4%2C4%2C-1%2C-1%2C1024%2C623%2C1024%2C728&iuid=5161280453&ps=3170323489&pw=429&pl=%21g8bjBxdW87W9RmP6nvBTGG4Rkfh%2F2pxQv1G0rCkjLjCKpMuhwrFIM4lYHkLcIN8%2Bvt%2Bzywgbs4UwnD%2BezzB%2FwSGgstDwqsakKuw1e2%2BVg7kJijbglSM8Sp%2F9Yz6x%2BHDPhLITCYPQH%2Bcg3FSAf61fZeEz8hyDPEtqYcC1cdT0MxPAqj1q5CuZWLoOWClrxoHSta06WSaF1JX2SfXytUoBDzTAk%2Beueo5s7EjdHMxpTmbivk0dqSfEa0e4w0JIlEPQ%2Fb4MpuX9KXZSLhbJ6nnwTNAZV61qIkfWchwu43K1C%2B08MhSDdyxx6hxJXiyDecjk0Vkf8FLPLWd8Ckh22yoEkEpvMSehKUB5ZpN4J9%2Ft5QRUW%2B7rDDi0nT6ztlKbKOcmhlmpTh84Df0HNPLgB5KEvQtsP0E2%2FnfYzDAlglqxWJA%3D&ac=828152342917729&jsv=017&ts=0,Form Submit,Chrome,Hunter,Default,28,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,181
http://dspace.udel.edu/bitstream/handle/19716/10145/Ryan_VanAntwerp_thesis.pdf?sequence=1,,6/21/2016 09:39:27,1,"https://www.google.jo/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=0ahUKEwj_tcT_4rfNAhXDyRoKHXg3CQEQFggoMAI&url=http%3A%2F%2Fdspace.udel.edu%2Fbitstream%2Fhandle%2F19716%2F10145%2FRyan_VanAntwerp_thesis.pdf%3Fsequence%3D1&usg=AFQjCNGudFgHVRd4lz4mDjqwA8GWdPj5MQ&sig2=ZjMssFKXqmGiMXhTMABasA&bvm=bv.124817099,d.d2s",Link,Chrome,Hunter,Default,89,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,143
http://eraser.heidi.ie/,Eraser – Erase Files from Hard Drives,6/21/2016 10:55:17,1,"https://www.google.jo/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjI6Pm9-rjNAhVDYZoKHYLHBr8QFggaMAA&url=http%3A%2F%2Feraser.heidi.ie%2F&usg=AFQjCNGtGDh6HawcHKIhimySY5w87YiCfw&sig2=gDrCbGlBjU1PGykXkqE5tQ&bvm=bv.124817099,d.bGs",Link,Chrome,Hunter,Default,23,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,298
http://eraser.heidi.ie/download/,Download – Eraser,6/21/2016 10:56:37,1,,Link,Chrome,Hunter,Default,32,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,305
http://flashcritic.com/wp-content/uploads/2015/02/Carbanak_1_en1.jpg,Carbanak_1_en1.jpg (432×270),6/21/2016 09:38:09,1,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjgy-qS47fNAhUGORoKHbq4ARMQjBwIBA&url=http%3A%2F%2Fflashcritic.com%2Fwp-content%2Fuploads%2F2015%2F02%2FCarbanak_1_en1.jpg&psig=AFQjCNFhUNnVDQLlgrs-eGBlz782sl2bBg&ust=1466552232147683,Link,Chrome,Hunter,Default,68,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,132
http://go.microsoft.com/fwlink/p/?LinkId=255141,,6/21/2016 08:38:50,0,,Link,Chrome,Hunter,Default,47,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,8
http://hashsuite.openwall.net/,Hash Suite - a program to audit security of password hashes,6/21/2016 10:59:50,1,http://www.openwall.com/john/,Link,Chrome,Hunter,Default,30,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,320
http://hashsuite.openwall.net/download,Hash Suite - a program to audit security of password hashes,6/21/2016 10:59:59,1,http://hashsuite.openwall.net/,Link,Chrome,Hunter,Default,38,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,321
http://hdwallpaperbackgrounds.net/wp-content/uploads/2016/01/The-Walking-Dead-Wallpapers.jpg,The-Walking-Dead-Wallpapers.jpg (4000×3000),6/21/2016 09:35:29,1,"https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiM1aK94rfNAhXG6RQKHT1CAZ8QjBwIBA&url=http%3A%2F%2Fhdwallpaperbackgrounds.net%2Fwp-content%2Fuploads%2F2016%2F01%2FThe-Walking-Dead-Wallpapers.jpg&bvm=bv.124817099,d.d24&psig=AFQjCNFIAyjzLM6ERua5un2Nf1O448DX2Q&ust=1466552088498448",Link,Chrome,Hunter,Default,92,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,117
http://i212.photobucket.com/albums/cc70/bhutastan/Cats/GoodKitty2-1.jpg,GoodKitty2-1.jpg Photo by bhutastan | Photobucket,6/21/2016 09:31:11,1,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwio_crL4bfNAhWEsxQKHXtNBUsQjBwIBA&url=http%3A%2F%2Fi212.photobucket.com%2Falbums%2Fcc70%2Fbhutastan%2FCats%2FGoodKitty2-1.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,Link,Chrome,Hunter,Default,71,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,87
http://icon.nipic.com/block.gif,block.gif (150×100),6/21/2016 09:30:30,1,http://pic15.nipic.com/20110805/2029833_134300491000_2.jpg,Link,Chrome,Hunter,Default,31,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,73
http://image.slidesharecdn.com/phdays-2012-miroslavstampar-dnsexfiltrationusingsqlmap-slides-120619030857-phpapp02/95/dns-exfiltration-using-sqlmap-18-728.jpg?cb=1340075384,dns-exfiltration-using-sqlmap-18-728.jpg (728×546),6/21/2016 09:38:10,1,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=imgres&cd=&ved=0ahUKEwjHiIv74rfNAhXDbBoKHf2UCKgQjBwIBA&url=http%3A%2F%2Fimage.slidesharecdn.com%2Fphdays-2012-miroslavstampar-dnsexfiltrationusingsqlmap-slides-120619030857-phpapp02%2F95%2Fdns-exfiltration-using-sqlmap-18-728.jpg%3Fcb%3D1340075384&psig=AFQjCNHb-WspAUJJlQsUNe1_qlqedmmKCQ&ust=1466552237738299,Link,Chrome,Hunter,Default,172,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,134
http://images4.fanpop.com/image/photos/18000000/Adorable-kitties-kitties-18082642-670-503.jpg,Adorable-kitties-kitties-18082642-670-503.jpg (670×503),6/21/2016 09:30:32,1,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjy5ZK54bfNAhVHPxQKHUnzDXcQjBwIBA&url=http%3A%2F%2Fimages4.fanpop.com%2Fimage%2Fphotos%2F18000000%2FAdorable-kitties-kitties-18082642-670-503.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,Link,Chrome,Hunter,Default,93,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,76
http://images4.fanpop.com/image/photos/22000000/Kitties-cats-22092221-500-374.jpg,Kitties-cats-22092221-500-374.jpg (500×374),6/21/2016 09:29:32,1,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwi5nduc4bfNAhWBVBQKHYDVDHkQjBwIBA&url=http%3A%2F%2Fimages4.fanpop.com%2Fimage%2Fphotos%2F22000000%2FKitties-cats-22092221-500-374.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,Link,Chrome,Hunter,Default,81,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,58
http://kooora.com/,??????: ?????? ?????? ??????? ?????,6/21/2016 09:33:00,1,,Typed URL,Chrome,Hunter,Default,18,1,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,102
http://ollydbg.de/,OllyDbg v1.10,6/21/2016 11:04:38,1,https://www.google.jo/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjx95zK_LjNAhVhCpoKHYDvClgQFggcMAA&url=http%3A%2F%2Follydbg.de%2F&usg=AFQjCNFlLA9rCA6-quTK4P-RBRXS_14P6g&sig2=1YlTKinpEdH_SG8qcMrqXw,Link,Chrome,Hunter,Default,18,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,343
http://ollydbg.de/download.htm,,6/21/2016 11:04:50,1,,Manual Subframe,Chrome,Hunter,Default,30,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,345
http://ollydbg.de/version2.html,,6/21/2016 11:04:41,1,,Manual Subframe,Chrome,Hunter,Default,31,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,344
http://pic15.nipic.com/20110805/2029833_134300491000_2.jpg,block.gif (150×100),6/21/2016 09:30:30,1,,Link,Chrome,Hunter,Default,58,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,72
http://python.org/,Welcome to Python.org,6/21/2016 11:02:46,1,,Typed URL,Chrome,Hunter,Default,18,1,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,335
http://s212.photobucket.com/albums/cc70/bhutastan/Cats/GoodKitty2-1.jpg,GoodKitty2-1.jpg Photo by bhutastan | Photobucket,6/21/2016 09:31:11,1,http://i212.photobucket.com/albums/cc70/bhutastan/Cats/GoodKitty2-1.jpg,Link,Chrome,Hunter,Default,71,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,88
http://s212.photobucket.com/user/bhutastan/media/Cats/GoodKitty2-1.jpg.html,GoodKitty2-1.jpg Photo by bhutastan | Photobucket,6/21/2016 09:31:18,2,,Link,Chrome,Hunter,Default,75,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,93
http://s212.photobucket.com/user/bhutastan/media/Cats/GoodKitty2-1.jpg.html,GoodKitty2-1.jpg Photo by bhutastan | Photobucket,6/21/2016 09:31:11,2,http://s212.photobucket.com/albums/cc70/bhutastan/Cats/GoodKitty2-1.jpg,Link,Chrome,Hunter,Default,75,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,89
http://s6.favim.com/orig/150423/big-eyes-cat-cats-cute-Favim.com-2674726.jpg,big-eyes-cat-cats-cute-Favim.com-2674726.jpg (400×300),6/21/2016 09:31:27,1,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiwxarT4bfNAhULPBQKHbhwA64QjBwIBA&url=http%3A%2F%2Fs6.favim.com%2Forig%2F150423%2Fbig-eyes-cat-cats-cute-Favim.com-2674726.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,Link,Chrome,Hunter,Default,76,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,97
http://sectools.org/tool/hydra/,THC Hydra – SecTools Top Network Security Tools,6/21/2016 11:02:09,1,,Link,Chrome,Hunter,Default,31,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,333
http://serve.popads.net/popOut.php?c=10000000000&tof=420&wact=&a=4928448953592&m=-1%2C-1%2C1%2C0%2C0%2C386%2C915%2C1%2C4%2C4%2C-1%2C-1%2C1024%2C623%2C1024%2C728&iuid=5161280453&ps=3170323489&pw=429&pl=%21g8bjBxdW87W9RmP6nvBTGG4Rkfh%2F2pxQv1G0rCkjLjCKpMuhwrFIM4lYHkLcIN8%2Bvt%2Bzywgbs4UwnD%2BezzB%2FwSGgstDwqsakKuw1e2%2BVg7kJijbglSM8Sp%2F9Yz6x%2BHDPhLITCYPQH%2Bcg3FSAf61fZeEz8hyDPEtqYcC1cdT0MxPAqj1q5CuZWLoOWClrxoHSta06WSaF1JX2SfXytUoBDzTAk%2Beueo5s7EjdHMxpTmbivk0dqSfEa0e4w0JIlEPQ%2Fb4MpuX9KXZSLhbJ6nnwTNAZV61qIkfWchwu43K1C%2B08MhSDdyxx6hxJXiyDecjk0Vkf8FLPLWd8Ckh22yoEkEpvMSehKUB5ZpN4J9%2Ft5QRUW%2B7rDDi0nT6ztlKbKOcmhlmpTh84Df0HNPLgB5KEvQtsP0E2%2FnfYzDAlglqxWJA%3D&ac=828152342917729&jsv=017&ts=0,????? ??? ?????? ????????? ??? ????,6/21/2016 09:46:02,1,"http://serve.popads.net/servePopunder.php?cid=781545&iuid=5161280453&ts=1466466361&ps=3170323489&pw=429&pl=%21g8bjBxdW87W9RmP6nvBTGG4Rkfh%2F2pxQv1G0rCkjLjCKpMuhwrFIM4lYHkLcIN8%2Bvt%2Bzywgbs4UwnD%2BezzB%2FwSGgstDwqsakKuw1e2%2BVg7kJijbglSM8Sp%2F9Yz6x%2BHDPhLITCYPQH%2Bcg3FSAf61fZeEz8hyDPEtqYcC1cdT0MxPAqj1q5CuZWLoOWClrxoHSta06WSaF1JX2SfXytUoBDzTAk%2Beueo5s7EjdHMxpTmbivk0dqSfEa0e4w0JIlEPQ%2Fb4MpuX9KXZSLhbJ6nnwTNAZV61qIkfWchwu43K1C%2B08MhSDdyxx6hxJXiyDecjk0Vkf8FLPLWd8Ckh22yoEkEpvMSehKUB5ZpN4J9%2Ft5QRUW%2B7rDDi0nT6ztlKbKOcmhlmpTh84Df0HNPLgB5KEvQtsP0E2%2FnfYzDAlglqxWJA%3D&m=-1,-1,1,0,0,386,915,1,4,4,-1,-1,1024,623,1024,728&s=1024,768,1,1024,768&v=nt.v",Form Submit,Chrome,Hunter,Default,696,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,180
"http://serve.popads.net/servePopunder.php?cid=781545&iuid=5161280453&ts=1466466361&ps=3170323489&pw=429&pl=%21g8bjBxdW87W9RmP6nvBTGG4Rkfh%2F2pxQv1G0rCkjLjCKpMuhwrFIM4lYHkLcIN8%2Bvt%2Bzywgbs4UwnD%2BezzB%2FwSGgstDwqsakKuw1e2%2BVg7kJijbglSM8Sp%2F9Yz6x%2BHDPhLITCYPQH%2Bcg3FSAf61fZeEz8hyDPEtqYcC1cdT0MxPAqj1q5CuZWLoOWClrxoHSta06WSaF1JX2SfXytUoBDzTAk%2Beueo5s7EjdHMxpTmbivk0dqSfEa0e4w0JIlEPQ%2Fb4MpuX9KXZSLhbJ6nnwTNAZV61qIkfWchwu43K1C%2B08MhSDdyxx6hxJXiyDecjk0Vkf8FLPLWd8Ckh22yoEkEpvMSehKUB5ZpN4J9%2Ft5QRUW%2B7rDDi0nT6ztlKbKOcmhlmpTh84Df0HNPLgB5KEvQtsP0E2%2FnfYzDAlglqxWJA%3D&m=-1,-1,1,0,0,386,915,1,4,4,-1,-1,1024,623,1024,728&s=1024,768,1,1024,768&v=nt.v",PopAds.net,6/21/2016 09:46:01,1,,Link,Chrome,Hunter,Default,651,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,179
http://tools.google.com/chrome/intl/en/welcome.html,Getting Started,6/21/2016 08:43:10,1,,Auto TopLevel,Chrome,Hunter,Default,51,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,9
http://tor.project.org/,404 Page Not Found,6/21/2016 10:48:01,1,,Typed URL,Chrome,Hunter,Default,23,1,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,288
http://wallpapercave.com/wp/F3AlS3K.jpg,F3AlS3K.jpg (1920×1200),6/21/2016 09:34:59,1,"https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiRlbi44rfNAhWH8RQKHcAQBpUQjBwIBA&url=http%3A%2F%2Fwallpapercave.com%2Fwp%2FF3AlS3K.jpg&bvm=bv.124817099,d.d24&psig=AFQjCNFIAyjzLM6ERua5un2Nf1O448DX2Q&ust=1466552088498448",Link,Chrome,Hunter,Default,39,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,114
http://wallpapercave.com/wp/xXOGCU0.png,xXOGCU0.png (1600×1000),6/21/2016 09:44:14,1,"https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiw9LXB5LfNAhWJoRQKHYCeBr8QjBwIBA&url=http%3A%2F%2Fwallpapercave.com%2Fwp%2FxXOGCU0.png&bvm=bv.124817099,d.d24&psig=AFQjCNFEVZBTDqKQMLfFuv-B4e71q5oyMQ&ust=1466552641516287",Link,Chrome,Hunter,Default,39,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,156
http://web.whatsapp.com/,WhatsApp Web,6/21/2016 10:46:28,1,,Typed URL,Chrome,Hunter,Default,24,1,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,282
http://www.3dhdwallpapers.com/image.php?width=700&height=700&cropratio=2:1&image=/wallpapers/171120153/hacking-program-wallpaper-desktop.jpg,image.php (700×350),6/21/2016 09:45:47,1,"https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiE-sLt5LfNAhXHShQKHSRHA8YQjBwIBA&url=http%3A%2F%2Fwww.3dhdwallpapers.com%2Fimage.php%3Fwidth%3D700%26height%3D700%26cropratio%3D2%3A1%26image%3D%2Fwallpapers%2F171120153%2Fhacking-program-wallpaper-desktop.jpg&bvm=bv.124817099,d.d24&psig=AFQjCNFEVZBTDqKQMLfFuv-B4e71q5oyMQ&ust=1466552641516287",Link,Chrome,Hunter,Default,140,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,173
http://www.7-zip.org/,7-Zip,6/21/2016 09:16:32,1,http://7zip.org/,Typed URL,Chrome,Hunter,Default,21,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,35
http://www.bing.com/search?q=chrome+download&src=IE-SearchBox&FORM=IESR02,chrome download - Bing,6/21/2016 08:41:43,1,,Link,Chrome,Hunter,Default,73,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,1
http://www.chiark.greenend.org.uk/~sgtatham/putty/download.html,PuTTY Download Page,6/20/2016 23:57:28,1,,Link,Chrome,Hunter,Default,63,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,212
http://www.filetransferconsulting.com/wp-content/uploads/2014/07/Exfiltration_Diagram.png,Exfiltration_Diagram.png (907×359),6/21/2016 09:37:30,1,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=imgres&cd=&ved=0ahUKEwjb5d_34rfNAhVBmBoKHaF1DKoQjBwIBA&url=http%3A%2F%2Fwww.filetransferconsulting.com%2Fwp-content%2Fuploads%2F2014%2F07%2FExfiltration_Diagram.png&psig=AFQjCNHY4yTmq-jcahffslBwOl4lJ7qP4Q&ust=1466552230722116,Link,Chrome,Hunter,Default,89,0,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\History,129
