Extension,BatchKeyPath,ValueName,BatchValueName,TargetName,LnkName,MruPosition,OpenedOn,ExtensionLastOpened
.html,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.html,1,1,"Cubs' Anthony Rizzo Praises Parkland Kids, Says 'It's too Easy to Get a Gun'.html","Cubs' Anthony Rizzo Praises Parkland Kids, Says 'It's too Easy to Get a Gun'.lnk",0,2018-03-30 04:32:26.0088129,
.html,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.html,0,0,Larry King_ Time to Repeal the 'Poorly Written' Second Amendment.html,Larry King_ Time to Repeal the 'Poorly Written' Second Amendment.lnk,1,,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,2,2,Sheep.jpg,Sheep.lnk,0,2018-04-02 01:12:52.0164675,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,7,7,HoldMyTidePod.jpg,HoldMyTidePod.lnk,1,,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,4,4,DeathToll.jpg,DeathToll.lnk,2,,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,6,6,DemLogic.jpg,DemLogic.lnk,3,,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,5,5,RedGuns.jpg,RedGuns.lnk,4,,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,3,3,BladeofGrass.jpg,BladeofGrass.lnk,5,,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,1,1,MyTiredHead.jpg,MyTiredHead.lnk,6,,
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg,0,0,DemGun.jpg,DemGun.lnk,7,,
.jpg_large,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg_large,1,1,CubaDearmed.jpg_large,CubaDearmed.jpg_large.lnk,0,2018-03-30 21:22:55.9720790,
.jpg_large,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.jpg_large,0,0,HoldMyTidePod.jpg_large,HoldMyTidePod.jpg_large.lnk,1,,
.pdf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pdf,0,0,Getting started with OneDrive.pdf,Getting started with OneDrive.lnk,0,2018-03-27 09:51:12.4119394,
.png,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.png,1,1,Huckleberry.png,Huckleberry.lnk,0,2018-03-31 04:23:25.3006980,
.png,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.png,0,0,DarkWolf.png,DarkWolf.lnk,1,,
.pptx,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pptx,0,0,Operation 2nd Hand Smoke.pptx,Operation 2nd Hand Smoke.lnk,0,2018-04-04 05:31:23.8557662,
.txt,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.txt,0,0,key.txt,key.lnk,0,2018-03-27 09:23:14.9721256,
Folder,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,4,4,Downloads,Downloads.lnk,0,2018-03-29 23:17:51.8377673,
Folder,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,1,1,The Internet,The Internet.lnk,1,,
Folder,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,3,3,OneDrive,OneDrive.lnk,2,,
Folder,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,2,2,System and Security,System and Security.lnk,3,,
Folder,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,0,0,CloudLog (D:),CloudLog (D).lnk,4,,
