Extension,BatchKeyPath,OpensWithExecutables,BatchValueName,OpensWithProgramIDs,UserChoice
.jpe,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,jpegfile,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.jpeg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,jpegfile,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.jpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,jpegfile,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.jps,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.js,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,JSFile,(UserChoice key not present)
.json,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.jxr,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,wdpfile,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.kdc,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.lnk,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,lnkfile,(UserChoice key not present)
.log,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,txtfile,(UserChoice key not present)
.m2t,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.M2TS,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.m2ts,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.M2TS,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.m3u,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.m3u,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.m4a,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.M4A,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.m4r,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.m4v,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MP4,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.map,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.mdb,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.mka,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MKA,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.mkv,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MKV,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mod,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MPEG,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mov,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MOV,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.MP2,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MP3,WMP11.AssocFile.MP3
.mp3,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MP3,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.mp4,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MP4,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mp4v,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MP4,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mpa,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MPEG,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.MPE,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MPEG,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mpeg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MPEG,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mpg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MPEG,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mpv2,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.MPEG,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.mrw,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.mts,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.M2TS,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.nef,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.nfo,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,MSInfoFile,(UserChoice key not present)
.nrw,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.obj,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX4r6v2fg5b2qwg1jprp713smfp4wb02yp
.odc,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.one,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.onetoc2,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.orf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.oxps,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Windows.XPSReachViewer,Windows.XPSReachViewer
.pdf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXd4nrz8ff68srnhf9t5a8sbjyar1cr723
.pef,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.pls,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.ply,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX4r6v2fg5b2qwg1jprp713smfp4wb02yp
.png,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,pngfile,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.ppt,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.pptx,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.psd,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.pst,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.raf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.rar,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.raw,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.reg,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,regfile,(UserChoice key not present)
.rtf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,rtffile,(UserChoice key not present)
.rw2,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.rwl,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.sr2,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.srw,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.stl,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX4r6v2fg5b2qwg1jprp713smfp4wb02yp
.swf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,ShockwaveFlash.ShockwaveFlash,(UserChoice key not present)
.tif,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,TIFImage.Document,PhotoViewer.FileAssoc.Tiff
.tiff,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,TIFImage.Document,PhotoViewer.FileAssoc.Tiff
.tmp,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.tod,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.TS,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.TTS,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.ttf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,ttffile,(UserChoice key not present)
.TTS,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.TTS,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.txt,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,txtfile,txtfile
.url,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,InternetShortcut,IE.AssocFile.URL
.vssettings,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.wav,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WAV,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.wdp,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,wdpfile,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc
.website,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Microsoft.Website,IE.AssocFile.WEBSITE
.wm,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.ASF,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.wma,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WMA,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.wmv,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WMV,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.WPL,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WPL,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.xls,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.xlsx,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
.xml,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,xmlfile,(UserChoice key not present)
.xps,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Windows.XPSReachViewer,Windows.XPSReachViewer
.xvid,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.zip,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,CompressedFolder,(UserChoice key not present)
.zpl,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
