Timestamp,BatchKeyPath,KeyName,BatchValueName,DisplayName,DisplayVersion,Publisher,InstallDate,InstallSource,InstallLocation,UninstallString
2018-03-27 23:57:19.1651146,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\S3 Browser_is1,S3 Browser_is1,Multiple,S3 Browser version 7.6.9,7.6.9.0,"NetSDK Software, LLC",20180327,,C:\Program Files\S3 Browser\,"""C:\Program Files\S3 Browser\unins000.exe"""
2017-09-29 13:48:40.4386352,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\SchedulingAgent,SchedulingAgent,Multiple,,,,,,,
2018-03-27 09:21:06.3805731,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\VulkanRT1.0.26.0,VulkanRT1.0.26.0,Multiple,Vulkan Run Time Libraries 1.0.26.0,1.0.26.0,"LunarG, Inc.",,,,C:\Program Files (x86)\VulkanRT\1.0.26.0\UninstallVulkanRT.exe
2017-09-29 13:48:40.4386352,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\WIC,WIC,Multiple,,,,,,,
2018-03-27 23:46:40.0084358,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{4B7277C7-9CEE-45FC-B36B-19AD28281B9C},{4B7277C7-9CEE-45FC-B36B-19AD28281B9C},Multiple,Backup and Sync from Google,3.40.8921.5350,"Google, Inc.",20180327,C:\Program Files (x86)\Google\Update\Install\{8B46409D-DCE4-4D06-8020-9DDE6E50273D}\,,MsiExec.exe /X{4B7277C7-9CEE-45FC-B36B-19AD28281B9C}
2018-03-27 09:45:23.6219942,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008F-0000-1000-0000000FF1CE},{90160000-008F-0000-1000-0000000FF1CE},Multiple,Office 16 Click-to-Run Licensing Component,16.0.8431.2236,Microsoft Corporation,20180327,C:\Program Files (x86)\Microsoft Office\root\Integration\,,MsiExec.exe /I{90160000-008F-0000-1000-0000000FF1CE}
2018-03-27 09:47:34.0458450,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-00DD-0000-1000-0000000FF1CE},{90160000-00DD-0000-1000-0000000FF1CE},Multiple,Office 16 Click-to-Run Extensibility Component 64-bit Registration,16.0.8431.2236,Microsoft Corporation,20180327,C:\Program Files (x86)\Microsoft Office\root\Integration\,,MsiExec.exe /X{90160000-00DD-0000-1000-0000000FF1CE}
2018-03-27 09:17:25.1269485,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{9F72EF8B-AEC9-4CA5-B483-143980AFD6FD},{9F72EF8B-AEC9-4CA5-B483-143980AFD6FD},Multiple,Dell Touchpad,10.1207.101.103,"ALPS ELECTRIC CO., LTD.",,,C:\Program Files\DellTPad,"""C:\Program Files\DellTPad\Uninstap.exe"" ADDREMOVE"
2018-03-27 09:21:38.6740919,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.3DVision,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.3DVision,Multiple,NVIDIA 3D Vision Driver 376.54,376.54,NVIDIA Corporation,20180327,C:\Program Files\NVIDIA Corporation\Installer2\Display.3DVision.{B000D554-73C9-4982-B0CE-7FEEC8F7C5B2},C:\Program Files (x86)\NVIDIA Corporation\3D Vision,"""C:\Windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.3DVision"
2018-03-27 09:21:05.5880618,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.ControlPanel,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.ControlPanel,Multiple,NVIDIA Control Panel 376.54,376.54,NVIDIA Corporation,20180327,C:\Program Files\NVIDIA Corporation\Installer2\Display.ControlPanel.{4B65D6E1-13EC-4853-857D-531054927F83},C:\Program Files\NVIDIA Corporation\Control Panel Client,
2018-03-27 09:21:06.5883289,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.Driver,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.Driver,Multiple,NVIDIA Graphics Driver 376.54,376.54,NVIDIA Corporation,20180327,C:\Program Files\NVIDIA Corporation\Installer2\Display.Driver.{F1A55424-D217-43B2-9E6F-93F765181C8D},C:\Program Files\NVIDIA Corporation\Installer2\Display.Driver.{F1A55424-D217-43B2-9E6F-93F765181C8D},"""C:\Windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.Driver"
2018-03-27 09:21:39.3459896,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.NView,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.NView,Multiple,NVIDIA nView 148.03,148.03,NVIDIA Corporation,20180327,C:\Program Files\NVIDIA Corporation\Installer2\Display.NView.{9CBEDA7A-3394-422C-8659-DD4B39267A02},C:\Program Files\NVIDIA Corporation\nview,"""C:\Windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.NView"
2018-03-27 10:45:47.7393390,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_HDAudio.Driver,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_HDAudio.Driver,Multiple,NVIDIA HD Audio Driver 1.3.34.17,1.3.34.17,NVIDIA Corporation,20180327,C:\Program Files\NVIDIA Corporation\Installer2\HDAudio.Driver.{C9749F82-1DC5-4236-84FD-7A6A01852AFA},C:\Program Files\NVIDIA Corporation\Installer2\HDAudio.Driver.{C9749F82-1DC5-4236-84FD-7A6A01852AFA},"""C:\Windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage HDAudio.Driver"
2018-03-27 10:45:47.7393390,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_installer,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_installer,Multiple,NVIDIA Install Application,2.1002.236.2037,NVIDIA Corporation,20180327,,C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore,
2018-03-27 09:20:59.5097236,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_NVDisplayContainer,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_NVDisplayContainer,Multiple,NVIDIA Display Container,1.0,NVIDIA Corporation,20180327,C:\Program Files\NVIDIA Corporation\Installer2\NVDisplayContainer.{38406642-2A7B-4C55-8DFF-7786D461C640},C:\Program Files\NVIDIA Corporation\Display.NvContainer,
2018-03-27 09:20:59.5878506,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_NVDisplayContainerLS,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_NVDisplayContainerLS,Multiple,NVIDIA Display Container LS,1.0,NVIDIA Corporation,20180327,C:\Program Files\NVIDIA Corporation\Installer2\NVDisplayContainerLS.{81BACCF5-054C-4518-97B7-9484EAFF5BE0},C:\Program Files\NVIDIA Corporation\Installer2\NVDisplayContainerLS.{81BACCF5-054C-4518-97B7-9484EAFF5BE0},
2018-03-29 20:23:17.8372213,ROOT\Microsoft\Windows\CurrentVersion\Uninstall\{C9F786DC-0EBD-4232-A50A-F184FB25908E},{C9F786DC-0EBD-4232-A50A-F184FB25908E},Multiple,Box Sync,4.0.7900.0,"Box, Inc.",20180329,C:\Windows\System32\config\systemprofile\AppData\Local\Box Sync Update\,,MsiExec.exe /X{C9F786DC-0EBD-4232-A50A-F184FB25908E}
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\AddressBook,AddressBook,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Connection Manager,Connection Manager,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\DirectDrawEx,DirectDrawEx,Multiple,,,,,,,
2018-03-29 21:10:16.4950720,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Dropbox,Dropbox,Multiple,Dropbox,46.4.65,"Dropbox, Inc.",,,C:\Program Files (x86)\Dropbox\Client,"""C:\Program Files (x86)\Dropbox\Client\DropboxUninstaller.exe"" /InstallType:MACHINE"
2017-09-29 14:41:52.4044018,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\DXM_Runtime,DXM_Runtime,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Fontcore,Fontcore,Multiple,,,,,,,
2018-03-27 09:32:50.8573126,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Google Chrome,Google Chrome,Multiple,Google Chrome,65.0.3325.181,Google Inc.,20180327,,C:\Program Files (x86)\Google\Chrome\Application,"""C:\Program Files (x86)\Google\Chrome\Application\65.0.3325.181\Installer\setup.exe"" --uninstall --system-level --verbose-logging"
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IE40,IE40,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IE4Data,IE4Data,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IE5BAKEX,IE5BAKEX,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IEData,IEData,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\MobileOptionPack,MobileOptionPack,Multiple,,,,,,,
2017-09-29 14:41:52.4044018,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\MPlayer2,MPlayer2,Multiple,,,,,,,
2018-03-27 09:21:38.6272156,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\NVIDIAStereo,NVIDIAStereo,Multiple,NVIDIA Stereoscopic 3D Driver,7.17.13.7500,NVIDIA Corporation,,,C:\Program Files (x86)\NVIDIA Corporation\3D Vision,"""C:\Program Files (x86)\NVIDIA Corporation\3D Vision\nvStInst.exe"" /uninstall /ask"
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\SchedulingAgent,SchedulingAgent,Multiple,,,,,,,
2017-09-29 13:48:39.8135886,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\WIC,WIC,Multiple,,,,,,,
2018-03-28 00:03:24.2341338,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{099218A5-A723-43DC-8DB5-6173656A1E94},{099218A5-A723-43DC-8DB5-6173656A1E94},Multiple,Dropbox Update Helper,1.3.65.1,"Dropbox, Inc.",20180327,C:\Program Files (x86)\Dropbox\Update\1.3.65.1\,,MsiExec.exe /I{099218A5-A723-43DC-8DB5-6173656A1E94}
2018-03-27 09:34:39.4844283,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{60EC980A-BDA2-4CB6-A427-B07A5498B4CA},{60EC980A-BDA2-4CB6-A427-B07A5498B4CA},Multiple,Google Update Helper,1.3.33.7,Google Inc.,20180327,C:\Program Files (x86)\Google\Update\1.3.33.7\,,MsiExec.exe /I{60EC980A-BDA2-4CB6-A427-B07A5498B4CA}
2018-03-28 00:44:23.0272144,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{7a31e654-f419-48e9-8dad-aa87dd7294f1},{7a31e654-f419-48e9-8dad-aa87dd7294f1},Multiple,Box Sync,4.0.7886.0,Box Inc.,,,,"""C:\ProgramData\Package Cache\{7a31e654-f419-48e9-8dad-aa87dd7294f1}\BoxSyncSetup.exe""  /uninstall"
2018-03-27 09:47:33.6705134,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008C-0000-0000-0000000FF1CE},{90160000-008C-0000-0000-0000000FF1CE},Multiple,Office 16 Click-to-Run Extensibility Component,16.0.8431.2236,Microsoft Corporation,20180327,C:\Program Files (x86)\Microsoft Office\root\Integration\,,MsiExec.exe /X{90160000-008C-0000-0000-0000000FF1CE}
2018-03-27 09:47:29.2387735,ROOT\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008C-0409-0000-0000000FF1CE},{90160000-008C-0409-0000-0000000FF1CE},Multiple,Office 16 Click-to-Run Localization Component,16.0.8326.2076,Microsoft Corporation,20180327,C:\Program Files (x86)\Microsoft Office\root\Integration\,,MsiExec.exe /X{90160000-008C-0409-0000-0000000FF1CE}
