SourceFile,SourceCreated,SourceModified,SourceAccessed,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,NetworkPath,CommonPath,Arguments,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,MACVendor,TrackerCreatedOn,ExtraBlocksPresent
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Roaming\Microsoft\Windows\Recent\xraicommend-761263a55b8cfed4bcb8f87cbbb68beaf2ec2423.tar.gz.lnk,2021-02-14 02:15:15,2021-02-14 02:15:15,2022-02-20 03:34:24,2021-02-14 02:12:00,2021-02-14 02:10:44,2021-02-14 02:15:15,42035,..\..\..\..\..\Desktop\tmp\xraicommend-761263a55b8cfed4bcb8f87cbbb68beaf2ec2423.tar.gz,C:\Users\anit.ghosh\Desktop\tmp,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),188F1FCA,,C:\Users\anit.ghosh\Desktop\tmp\xraicommend-761263a55b8cfed4bcb8f87cbbb68beaf2ec2423.tar.gz,,,,My Computer\Desktop\tmp\xraicommend-761263a55b8cfed4bcb8f87cbbb68beaf2ec2423.tar.gz,0x167F5,0x2,desktop-23ps6es,00:15:5d:19:58:03,MICROSOFT,2021-02-14 02:03:51,"TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\Google Chrome.lnk,2020-08-01 21:01:43,2020-08-01 21:02:02,2022-02-20 03:34:24,2020-08-01 21:01:43,2021-02-04 01:50:22,2020-08-01 21:01:55,2057320,..\..\..\..\..\..\..\Program Files\Google\Chrome\Application\chrome.exe,C:\Program Files\Google\Chrome\Application,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),188F1FCA,,C:\Program Files\Google\Chrome\Application\chrome.exe,,,,My Computer\C:\Program Files\Google\Chrome\Application\chrome.exe,0x14671,0x1,desktop-23ps6es,00:15:5d:19:58:03,MICROSOFT,2021-02-13 19:56:32,"IconEnvironmentDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsdateandtime.lnk,2021-02-13 19:57:19,2021-02-13 19:57:19,2022-02-20 03:34:24,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings:dateandtime,,,,,,,
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsnetwork.lnk,2021-02-13 19:57:09,2020-08-01 21:57:11,2022-02-20 03:34:24,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage)\ms-settings:network,,,,,,,
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Roaming\Microsoft\Windows\Recent\Network and Internet.lnk,2020-08-01 21:16:55,2020-08-01 21:57:23,2022-02-20 03:34:24,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Control Panel\Network and Internet,,,,,,,
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Roaming\Microsoft\Windows\Recent\Network and Sharing Center.lnk,2020-08-01 21:07:33,2020-08-01 21:57:23,2022-02-20 03:34:24,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Control Panel\Network and Internet\Network and Sharing Center,,,,,,,
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Roaming\Microsoft\Windows\Recent\The Internet.lnk,2021-02-13 19:57:09,2020-08-01 21:57:11,2022-02-20 03:34:24,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking",(None),,,,,,,Internet Explorer (Homepage),,,,,,,
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Visual Studio Code.lnk,2020-09-08 18:12:07,2020-08-07 19:15:16,2022-02-20 03:34:24,2020-08-07 19:15:09,2021-02-11 18:04:52,2020-08-07 19:15:11,103477624,..\..\..\..\..\..\Program Files\Microsoft VS Code\Code.exe,C:\Program Files\Microsoft VS Code,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode",Fixed storage media (Hard drive),188F1FCA,,C:\Program Files\Microsoft VS Code\Code.exe,,,,My Computer\C:\Program Files\Microsoft VS Code\Code.exe,0x15290,0x2,desktop-23ps6es,00:15:5d:19:58:03,MICROSOFT,2020-08-01 22:46:32,"SpecialFolderDataBlock, KnownFolderDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock"
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows PowerShell.lnk,2020-08-07 18:34:06,2018-09-15 05:08:49,2022-02-20 03:34:24,2012-07-26 01:26:44,2012-07-26 03:20:50,2012-07-26 01:26:44,454656,..\..\..\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,%HOMEDRIVE%%HOMEPATH%,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpString",Fixed storage media (Hard drive),74EE2D73,OSDisk,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,My Computer\C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0xF9FF,0x1,leeholm16,00:1c:c4:2d:f4:0b,HP,2012-11-20 23:23:58,"EnvironmentVariableDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, TrackerDataBaseBlock, ConsoleDataBlock, PropertyStoreDataBlock"
C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\ImplicitAppShortcuts\58dc9c9c4a87b968\Git Bash.lnk,2020-08-07 19:16:37,2020-08-07 19:16:37,2022-02-20 03:34:24,2020-08-07 18:32:53,2021-02-09 18:58:14,2020-08-07 19:16:34,154176,..\..\..\..\..\..\..\Local\Programs\Git\git-bash.exe,C:\Users\anit.ghosh\AppData\Local\Programs\Git,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),188F1FCA,,C:\Users\anit.ghosh\AppData\Local\Programs\Git\git-bash.exe,,,,Shared Documents Folder (Users Files)\AppData\Local\Programs\Git\git-bash.exe,0x16877,0x1,desktop-23ps6es,00:15:5d:19:58:03,MICROSOFT,2020-08-01 22:46:32,"IconEnvironmentDataBlock, KnownFolderDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock"
