timestamp,detections,path,count,Event.System.Provider,Event ID,Record ID,Computer,Event Data
2018-03-27T09:19:58.541602+00:00,User Logoff Event,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Security.evtx,1,Microsoft-Windows-Security-Auditing,4634,473,WIN-1M3263ACE5D,"TargetUserSid: S-1-5-96-0-1
LogonType: 2
TargetDomainName: Font Driver Host
TargetLogonId: '0x6d90'
TargetUserName: UMFD-1
"
2018-03-27T09:20:40.864029+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:20:40.864029+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:20:59.525348+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:37.473414+00:00,Volume Shadow Copy Mount,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,Microsoft-Windows-Ntfs,98,284,WIN-1M3263ACE5D,"DeviceName: \Device\HarddiskVolumeShadowCopy1
DriveName: ??
CorruptionActionState: 0
"
2018-03-27T09:22:37.975704+00:00,VSSAudit Security Event Source Registration,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Security.evtx,1,Microsoft-Windows-Security-Auditing,4904,754,WIN-1M3263ACE5D,"SubjectUserSid: S-1-5-18
ProcessId: '0x6dc'
ProcessName: C:\Windows\System32\VSSVC.exe
AuditSourceName: VSSAudit
SubjectLogonId: '0x3e7'
SubjectDomainName: WORKGROUP
EventSourceId: '0x30dd19'
SubjectUserName: WIN-1M3263ACE5D$
"
2018-03-27T09:22:37.976347+00:00,VSSAudit Security Event Source Registration,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Security.evtx,1,Microsoft-Windows-Security-Auditing,4905,755,WIN-1M3263ACE5D,"SubjectUserSid: S-1-5-18
ProcessId: '0x6dc'
ProcessName: C:\Windows\System32\VSSVC.exe
AuditSourceName: VSSAudit
SubjectLogonId: '0x3e7'
SubjectDomainName: WORKGROUP
EventSourceId: '0x30dd19'
SubjectUserName: WIN-1M3263ACE5D$
"
2018-03-27T09:22:38.338096+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:47.639685+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:47.639685+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:47.749063+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:47.764688+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:47.764688+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:49.048641+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:49.251773+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:49.720539+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:49.986174+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:22:50.158056+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:49.109606+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:49.109606+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:49.109606+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:53.750459+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:54.075165+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:57.133660+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:57.831037+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:23:58.193060+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:29:39.697468+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:29:39.701468+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:35:56.725161+00:00,Rare Service Installations,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\System.evtx,1,,,,,
2018-03-27T09:36:12.867836+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,190,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.Windows.SecureAssessmentBrowser_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}'
RuleName: '@{Microsoft.Windows.SecureAssessmentBrowser_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{6ACFB49C-2650-45AC-AC5B-10123B3EE96F}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:12.868697+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,191,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.Windows.SecureAssessmentBrowser_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}'
RuleName: '@{Microsoft.Windows.SecureAssessmentBrowser_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{E842C498-3491-4E9F-A56F-965158F63703}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:14.393698+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,196,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 1
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
RuleName: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{B1188144-2277-4F91-B70D-1A03D45D01A2}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:14.394506+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,197,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
RuleName: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{BC4B5E68-82DC-4EB5-9CC3-B54F48F81ECF}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:14.395320+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,198,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 1
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 1
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
RuleName: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{BE41DA47-18ED-47A6-8CB2-BD3AAF57B4D4}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 6
Flags: 3
LocalAddresses: '*'
"
2018-03-27T09:36:14.396190+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,199,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 1
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
RuleName: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{E32065F4-D5B9-46FE-A57C-0FE816FF1832}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 6
Flags: 3
LocalAddresses: '*'
"
2018-03-27T09:36:14.397001+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,200,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
RuleName: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{B2CC935D-1A07-4265-8779-E4A5E291A23A}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:14.398016+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,201,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
RuleName: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{A1FC56C6-428F-48AD-A6CB-D864BD5B2B6D}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:14.399308+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,202,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 1
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
RuleName: '@{Microsoft.SkypeApp_11.18.596.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{A5ED93D6-B8ED-41B1-B1B5-01C9FCC909C5}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 3
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:15.176200+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,205,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 1
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
RuleName: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{F5A87495-6B34-44DB-B284-F22418BE7E67}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:15.176941+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,206,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 0
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
RuleName: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{E52155BF-3C9A-4365-B386-DD273B11DAF2}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 7
Flags: 1
LocalAddresses: '*'
"
2018-03-27T09:36:15.177767+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,207,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 1
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 1
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
RuleName: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{6AE6DA78-2249-40FA-A261-04B12486C74E}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 6
Flags: 3
LocalAddresses: '*'
"
2018-03-27T09:36:15.178506+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,C:\temp\2024LoneWolf\tout\D\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,208,WIN-1M3263ACE5D,"Action: 3
LocalOnlyMapped: 0
RuleStatus: 65536
EdgeTraversal: 0
Origin: 1
SecurityOptions: 1
ApplicationPath: ''
RemotePorts: ''
LocalPorts: ''
Direction: 2
Active: 1
Protocol: 256
EmbeddedContext: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
RuleName: '@{Microsoft.ZuneVideo_10.17063.24021.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}'
ServiceName: ''
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
LooseSourceMapped: 0
RuleId: '{DC3493D3-B549-468A-B076-682A08DDA711}'
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
ModifyingApplication: C:\Windows\System32\svchost.exe
SchemaVersion: 539
RemoteUserAuthorizationList: ''
Profiles: 6
Flags: 3
LocalAddresses: '*'
"
