SourceFile,SourceCreated,SourceModified,SourceAccessed,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,NetworkPath,CommonPath,Arguments,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,MACVendor,TrackerCreatedOn,ExtraBlocksPresent
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\Google Chrome.lnk,2016-06-21 08:43:03,2016-06-21 08:43:03,2021-08-30 12:27:35,2016-06-21 08:43:03,2016-06-15 08:27:03,2016-06-21 08:43:03,1122456,..\..\..\Program Files (x86)\Google\Chrome\Application\chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x1488E,0x1,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"IconEnvironmentDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\Google Docs.lnk,2016-06-21 01:44:38,2016-06-21 01:44:38,2021-08-30 12:27:35,2016-05-17 20:26:18,2016-05-17 20:26:18,2016-06-21 01:44:37,23496872,..\..\..\Program Files (x86)\Google\Drive\googledrivesync.exe,C:\Program Files (x86)\Google\Drive\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, HasArguments, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\Google\Drive\googledrivesync.exe,,,--new_document,My Computer\C:\Program Files (x86)\Google\Drive\googledrivesync.exe,0x4D3E,0x2,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 11:40:41,"IconEnvironmentDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\Google Sheets.lnk,2016-06-21 01:44:38,2016-06-21 01:44:38,2021-08-30 12:27:35,2016-05-17 20:26:18,2016-05-17 20:26:18,2016-06-21 01:44:37,23496872,..\..\..\Program Files (x86)\Google\Drive\googledrivesync.exe,C:\Program Files (x86)\Google\Drive\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, HasArguments, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\Google\Drive\googledrivesync.exe,,,--new_spreadsheet,My Computer\C:\Program Files (x86)\Google\Drive\googledrivesync.exe,0x4D3E,0x2,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 11:40:41,"IconEnvironmentDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\Google Slides.lnk,2016-06-21 01:44:38,2016-06-21 01:44:38,2021-08-30 12:27:35,2016-05-17 20:26:18,2016-05-17 20:26:18,2016-06-21 01:44:37,23496872,..\..\..\Program Files (x86)\Google\Drive\googledrivesync.exe,C:\Program Files (x86)\Google\Drive\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, HasArguments, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\Google\Drive\googledrivesync.exe,,,--new_presentation,My Computer\C:\Program Files (x86)\Google\Drive\googledrivesync.exe,0x4D3E,0x2,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 11:40:41,"IconEnvironmentDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\McAfee Security Scan Plus.lnk,2016-06-21 09:20:51,2016-06-21 09:20:51,2021-08-30 12:27:35,2015-12-02 15:06:26,2015-12-02 15:06:26,2016-06-21 09:20:46,499864,..\..\..\Program Files (x86)\McAfee Security Scan\3.11.266\McUICnt.exe,C:\Program Files (x86)\McAfee Security Scan,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, HasArguments, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\McAfee Security Scan\3.11.266\McUICnt.exe,,,SecurityScanner.dll,My Computer\C:\Program Files (x86)\McAfee Security Scan\3.11.266\McUICnt.exe,0x1579B,0x2,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"IconEnvironmentDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\Notepad++.lnk,2016-06-21 09:18:28,2016-06-21 09:18:28,2021-08-30 12:27:35,2016-05-17 22:42:38,2016-05-17 22:42:38,2016-06-21 09:18:28,2140848,..\..\..\Program Files (x86)\Notepad++\notepad++.exe,C:\Program Files (x86)\Notepad++,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\Notepad++\notepad++.exe,,,,My Computer\C:\Program Files (x86)\Notepad++\notepad++.exe,0x15624,0x1,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\Skype.lnk,2016-06-21 08:59:07,2016-06-21 08:59:07,2021-08-30 12:27:35,,,,0,..\..\..\Windows\Installer\{FC965A47-4839-40CA-B618-18F486F042C6}\SkypeIcon.exe,C:\Program Files (x86)\Skype\,0,"HasTargetIdList, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasDarwinId, HasExpIcon",(None),,,,,,,My Computer\C:\Windows\Installer\{FC965A47-4839-40CA-B618-18F486F042C6}\SkypeIcon.exe,0x1496A,0x2,,,,,"DarwinDataBlock, IconEnvironmentDataBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\TeamViewer 11.lnk,2016-06-21 00:57:41,2016-06-21 00:57:41,2021-08-30 12:27:35,2016-06-21 00:57:31,2016-05-12 08:54:55,2016-06-21 00:57:31,23302928,..\..\..\Program Files (x86)\TeamViewer\TeamViewer.exe,C:\Program Files (x86)\TeamViewer,"FileAttributeArchive, FileAttributeNotContentIndexed","HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\TeamViewer\TeamViewer.exe,,,,My Computer\C:\Program Files (x86)\TeamViewer\TeamViewer.exe,0x15978,0x2,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 09:48:01,"SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\True Key.lnk,2016-06-21 09:34:12,2016-06-21 09:34:12,2021-08-30 12:27:35,2016-06-06 13:40:24,2016-06-06 13:40:24,2016-06-21 09:34:07,5344960,..\..\..\Program Files\Intel Security\True Key\Application\truekey.exe,C:\Program Files\Intel Security\True Key\Application,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, HasArguments, IsUnicode",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files\Intel Security\True Key\Application\truekey.exe,,,--open-source=dtopicon,My Computer\C:\Program Files\Intel Security\True Key\Application\truekey.exe,0x16802,0x1,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Public\Desktop\Wireshark.lnk,2016-06-21 09:23:13,2016-06-21 09:23:13,2021-08-30 12:27:35,2016-06-07 18:38:48,2016-06-07 18:38:48,2016-06-21 09:23:11,7210656,..\..\..\Program Files\Wireshark\Wireshark.exe,C:\Program Files\Wireshark,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files\Wireshark\Wireshark.exe,,,,My Computer\C:\Program Files\Wireshark\Wireshark.exe,0x1625E,0x3,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"PropertyStoreDataBlock, IconEnvironmentDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Acrobat Reader DC.lnk,2016-06-21 09:20:24,2016-06-21 00:02:12,2021-08-30 12:27:35,,,,0,..\..\..\..\..\Windows\Installer\{AC76BA86-7AD7-1033-7B44-AC0F074E4100}\SC_Reader.ico,,0,"HasTargetIdList, HasRelativePath, HasIconLocation, IsUnicode, HasDarwinId, HasExpIcon",(None),,,,,,,My Computer\C:\Windows\Installer\{AC76BA86-7AD7-1033-7B44-AC0F074E4100}\SC_Reader.ico,0x16EDC,0xF,,,,,"DarwinDataBlock, IconEnvironmentDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Camera.lnk,2013-08-22 06:57:22,2013-08-22 06:57:21,2021-08-30 12:27:35,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Desktop.lnk,2013-08-22 06:57:05,2013-08-22 06:57:05,2021-08-30 12:27:35,,,,0,,,0,"HasTargetIdList, HasName, HasIconLocation, IsUnicode, ForceNoLinkInfo",(None),,,,,,,Show Desktop,,,,,,,PropertyStoreDataBlock
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\FileManager.lnk,2014-03-18 10:05:34,2014-03-18 10:05:34,2021-08-30 12:27:35,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Google Chrome.lnk,2016-06-21 08:43:03,2016-06-21 08:43:03,2021-08-30 12:27:35,2016-06-21 08:43:03,2016-06-15 08:27:03,2016-06-21 08:43:03,1122456,..\..\..\..\..\Program Files (x86)\Google\Chrome\Application\chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x1488E,0x1,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"IconEnvironmentDataBlock, SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Immersive Control Panel.lnk,2013-08-22 06:54:10,2013-08-22 06:54:10,2021-08-30 12:27:35,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\PhotosApp.lnk,2013-08-22 06:57:08,2013-08-22 06:57:07,2021-08-30 12:27:35,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Search.lnk,2013-08-22 06:45:50,2013-08-22 06:45:50,2021-08-30 12:27:35,,,,0,,,0,"HasArguments, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,-sta {C90FB8CA-3295-4462-A721-2935E83694BA},,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\TeamViewer 11.lnk,2016-06-21 00:57:41,2016-06-21 00:57:41,2021-08-30 12:27:35,2016-06-21 00:57:31,2016-05-12 08:54:55,2016-06-21 00:57:31,23302928,..\..\..\..\..\Program Files (x86)\TeamViewer\TeamViewer.exe,C:\Program Files (x86)\TeamViewer,"FileAttributeArchive, FileAttributeNotContentIndexed","HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files (x86)\TeamViewer\TeamViewer.exe,,,,My Computer\C:\Program Files (x86)\TeamViewer\TeamViewer.exe,0x15978,0x2,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 09:48:01,"SpecialFolderDataBlock, KnownFolderDataBlock, PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\True Key.lnk,2016-06-21 09:34:12,2016-06-21 09:34:12,2021-08-30 12:27:35,2016-06-06 13:40:24,2016-06-06 13:40:24,2016-06-21 09:34:07,5344960,..\..\..\..\..\Program Files\Intel Security\True Key\Application\truekey.exe,C:\Program Files\Intel Security\True Key\Application,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, HasArguments, IsUnicode",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files\Intel Security\True Key\Application\truekey.exe,,,--open-source=startmenu,My Computer\C:\Program Files\Intel Security\True Key\Application\truekey.exe,0x16802,0x1,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"PropertyStoreDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Store.lnk,2013-08-22 06:48:43,2013-08-22 06:48:47,2021-08-30 12:27:35,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Wireshark Legacy.lnk,2016-06-21 09:22:49,2016-06-21 09:22:49,2021-08-30 12:27:35,,,,0,..\..\..\..\..\Program Files\Wireshark\Wireshark-gtk.exe,C:\Users\Hunter,0,"HasTargetIdList, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpIcon",(None),,,,,,,My Computer\C:\Program Files\Wireshark\Wireshark-gtk.exe,0x0,,,,,,"PropertyStoreDataBlock, IconEnvironmentDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Wireshark.lnk,2016-06-21 09:23:13,2016-06-21 09:23:13,2021-08-30 12:27:35,2016-06-07 18:38:48,2016-06-07 18:38:48,2016-06-21 09:23:11,7210656,..\..\..\..\..\Program Files\Wireshark\Wireshark.exe,C:\Program Files\Wireshark,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasName, HasRelativePath, HasWorkingDir, HasIconLocation, IsUnicode, HasExpIcon",Fixed storage media (Hard drive),669B1B2A,,C:\Program Files\Wireshark\Wireshark.exe,,,,My Computer\C:\Program Files\Wireshark\Wireshark.exe,0x1625E,0x3,4orensics,08:00:27:d2:69:d7,PCS SYSTEMTECHNIK,2016-06-21 08:19:10,"PropertyStoreDataBlock, IconEnvironmentDataBlock, TrackerDataBaseBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Default\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\Shows Desktop.lnk,2013-08-22 06:54:22,2013-08-22 06:54:22,2021-08-30 12:27:35,,,,0,,,0,"HasTargetIdList, HasName, HasIconLocation, IsUnicode, ForceNoLinkInfo",(None),,,,,,,Show Desktop,,,,,,,PropertyStoreDataBlock
